id,model,year,transmission,mileage,fueltype,mpg,enginesize
3267, A3,2017,Semi-Auto,28498,Petrol,48.7,2
3268, A4,2016,Semi-Auto,53339,Diesel,61.4,2
3269, TT,2016,Manual,18759,Petrol,46.3,2
3270, A6,2013,Manual,57062,Diesel,57.6,2
3271, A1,2016,Manual,19360,Diesel,76.3,1.6
3272, A4,2017,Manual,36008,Diesel,67.3,2
3273, A3,2017,Manual,39992,Petrol,54.3,1.5
3274, Q3,2016,Semi-Auto,19681,Diesel,55.4,2
3275, A3,2017,Manual,11836,Petrol,60.1,1
3276, A1,2019,Semi-Auto,7650,Petrol,47.1,1
3277, TT,2016,Manual,33000,Petrol,46.3,1.8
3278, A3,2019,Semi-Auto,5051,Diesel,51.4,2
3279, Q3,2019,Semi-Auto,7728,Diesel,45.6,2
3280, A1,2017,Manual,7541,Petrol,67.3,1
3281, Q3,2019,Semi-Auto,4300,Diesel,47.1,2
3282, A3,2017,Manual,26111,Petrol,60.1,1.4
3283, Q5,2018,Semi-Auto,17640,Petrol,40.9,2
3284, Q2,2018,Semi-Auto,5485,Diesel,58.9,2
3285, Q3,2019,Semi-Auto,6793,Petrol,37.2,1.5
3286, A6,2017,Semi-Auto,31605,Diesel,57.6,2
3287, A1,2018,Manual,26211,Petrol,39.2,2
3288, A3,2016,Manual,21540,Petrol,57.6,1.4
3289, A3,2019,Semi-Auto,17467,Petrol,41.5,1.5
3290, A3,2016,Semi-Auto,48782,Diesel,68.9,1.6
3291, Q3,2018,Manual,9707,Petrol,51.4,1.4
3292, A1,2019,Manual,4379,Petrol,47.9,1
3293, Q3,2017,Semi-Auto,3827,Petrol,40.4,2
3294, A4,2017,Semi-Auto,11000,Petrol,55.4,2
3295, A5,2013,Semi-Auto,80248,Diesel,58.9,2
3296, A6,2014,Semi-Auto,64458,Diesel,64.2,2
3297, A4,2015,Manual,73946,Diesel,68.9,2
3298, Q5,2020,Semi-Auto,1000,Diesel,38.2,2
3299, Q5,2020,Semi-Auto,5000,Diesel,32.5,3
3300, A5,2020,Semi-Auto,2000,Diesel,51.4,2
3301, Q2,2019,Manual,2933,Diesel,49.6,1.6
3302, Q2,2019,Manual,1782,Diesel,49.6,1.6
3303, A3,2019,Manual,4962,Diesel,51.4,1.6
3304, Q3,2019,Manual,8050,Petrol,40.9,1.5
3305, A7,2020,Semi-Auto,1200,Diesel,38.2,3
3306, A1,2016,Manual,50000,Petrol,67.3,1
3307, A4,2019,Automatic,100,Diesel,47.9,2
3308, A4,2019,Manual,4500,Petrol,39.2,2
3309, Q3,2019,Automatic,5007,Diesel,48.7,2
3310, A4,2019,Manual,3378,Petrol,39.2,2
3311, A4,2020,Semi-Auto,3000,Petrol,39.2,2
3312, Q5,2020,Semi-Auto,2000,Diesel,38.2,2
3313, Q2,2019,Manual,1500,Diesel,49.6,1.6
3314, A3,2019,Manual,100,Diesel,52.3,1.6
3315, A3,2019,Manual,1500,Diesel,52.3,1.6
3316, A3,2019,Manual,5780,Diesel,49.6,1.6
3317, Q3,2016,Manual,22406,Diesel,52.3,2
3318, Q7,2019,Semi-Auto,6600,Diesel,32.8,3
3319, A6,2016,Manual,26476,Diesel,65.7,2
3320, Q8,2019,Automatic,3000,Diesel,33.6,3
3321, A5,2019,Automatic,100,Diesel,51.4,2
3322, Q5,2019,Automatic,100,Diesel,39.2,2
3323, A5,2018,Automatic,11617,Diesel,68.9,2
3324, A5,2018,Automatic,11500,Diesel,68.9,2
3325, Q3,2019,Manual,4500,Diesel,42.8,2
3326, A6,2019,Automatic,3500,Diesel,50.4,2
3327, Q7,2019,Automatic,1000,Diesel,32.8,3
3328, A6,2019,Automatic,2000,Diesel,50.4,2
3329, A1,2019,Manual,10661,Petrol,46.3,1.5
3330, A5,2019,Semi-Auto,100,Diesel,49.6,2
3331, Q2,2019,Manual,4563,Diesel,49.6,1.6
3332, A3,2017,Semi-Auto,18778,Diesel,70.6,1.6
3333, Q2,2019,Manual,5727,Diesel,49.6,1.6
3334, Q2,2019,Manual,3233,Petrol,39.2,1.5
3335, Q5,2017,Semi-Auto,33761,Petrol,40.4,2
3336, Q2,2019,Semi-Auto,6257,Petrol,33.2,2
3337, A5,2017,Manual,40677,Diesel,67.3,2
3338, Q7,2018,Automatic,12200,Diesel,33.2,3
3339, Q2,2019,Manual,7392,Petrol,39.2,1.5
3340, A5,2019,Automatic,100,Petrol,40.4,2
3341, Q5,2019,Automatic,5999,Diesel,38.2,2
3342, A5,2019,Automatic,4500,Diesel,50.4,2
3343, A5,2019,Automatic,4665,Diesel,49.6,2
3344, A6,2018,Automatic,1000,Diesel,50.4,2
3345, A5,2018,Manual,1000,Diesel,64.2,2
3346, Q2,2019,Manual,7800,Diesel,49.6,1.6
3347, A5,2019,Automatic,100,Petrol,53.3,1.4
3348, Q5,2019,Automatic,1500,Diesel,38.2,2
3349, A5,2019,Semi-Auto,1000,Diesel,48.7,2
3350, A5,2019,Automatic,2000,Diesel,50.4,2
3351, A6,2019,Automatic,6000,Diesel,50.4,2
3352, A3,2019,Automatic,100,Diesel,52.3,1.6
3353, A3,2019,Manual,2214,Diesel,51.4,1.6
3354, A3,2019,Automatic,100,Petrol,38.2,2
3355, TT,2019,Automatic,6000,Petrol,38.7,2
3356, Q5,2016,Semi-Auto,38197,Diesel,47.1,2
3357, Q3,2017,Semi-Auto,11906,Petrol,47.9,1.4
3358, A3,2019,Automatic,6109,Petrol,41.5,1.5
3359, A1,2019,Semi-Auto,6934,Petrol,47.9,1
3360, R8,2019,Automatic,100,Petrol,24.1,5.2
3361, Q5,2019,Automatic,2000,Diesel,38.2,2
3362, A4,2017,Automatic,17920,Diesel,67.3,2
3363, A8,2018,Automatic,3000,Diesel,50.4,3
3364, A7,2018,Automatic,4000,Diesel,38.2,3
3365, A3,2019,Semi-Auto,6750,Petrol,34.9,2
3366, A1,2015,Manual,37634,Petrol,67.3,1
3367, A4,2014,Semi-Auto,44488,Diesel,53.3,2
3368, R8,2019,Automatic,1000,Petrol,32.8,5.2
3369, A5,2018,Manual,7800,Diesel,68.9,2
3370, Q8,2019,Automatic,945,Diesel,33.6,3
3371, A8,2019,Automatic,5900,Diesel,50.4,3
3372, A5,2020,Semi-Auto,384,Diesel,50.4,2
3373, Q7,2019,Semi-Auto,5745,Diesel,33.6,3
3374, A3,2015,Manual,34468,Diesel,74.3,1.6
3375, A5,2018,Automatic,8000,Diesel,67.3,2
3376, A5,2018,Automatic,7500,Petrol,50.4,2
3377, Q8,2019,Automatic,5800,Diesel,30.7,4
3378, A6,2019,Automatic,4000,Diesel,47.9,2
3379, Q3,2020,Semi-Auto,859,Diesel,48.7,2
3380, A1,2017,Semi-Auto,26722,Petrol,58.9,1.4
3381, Q3,2019,Semi-Auto,13479,Diesel,48.7,2
3382, Q2,2019,Manual,4040,Diesel,49.6,1.6
3383, Q2,2019,Manual,3885,Diesel,49.6,1.6
3384, A4,2019,Semi-Auto,14563,Diesel,45.6,2
3385, A7,2019,Semi-Auto,5724,Diesel,48.7,2
3386, A8,2018,Automatic,1000,Diesel,50.4,3
3387, A6,2018,Automatic,3000,Diesel,50.4,2
3388, Q5,2018,Automatic,3000,Diesel,38.2,2
3389, A1,2016,Manual,10618,Petrol,67.3,1
3390, A1,2016,Semi-Auto,16004,Petrol,57.6,1.4
3391, RS6,2015,Semi-Auto,41733,Petrol,29.4,4
3392, Q2,2017,Semi-Auto,15992,Diesel,58.9,2
3393, A3,2015,Manual,28527,Diesel,68.9,1.6
3394, A3,2016,Automatic,24523,Diesel,70.6,1.6
3395, A3,2018,Automatic,14267,Diesel,56.5,2
3396, A6,2017,Semi-Auto,25129,Diesel,64.2,2
3397, Q2,2017,Semi-Auto,18434,Petrol,52.3,1.4
3398, A3,2019,Semi-Auto,5700,Petrol,42.2,1.5
3399, Q3,2016,Manual,25848,Diesel,55.4,2
3400, A4,2017,Semi-Auto,25079,Diesel,67.3,2
3401, Q3,2019,Semi-Auto,3362,Petrol,30.7,2
3402, Q5,2016,Semi-Auto,34893,Diesel,42.8,3
3403, A3,2017,Manual,19701,Diesel,65.7,2
3404, Q2,2018,Manual,8215,Diesel,47.9,1.6
3405, A3,2017,Manual,24408,Petrol,60.1,1.4
3406, A1,2013,Manual,62331,Petrol,52.3,1.4
3407, A1,2017,Manual,12541,Petrol,67.3,1
3408, A1,2016,Manual,20826,Petrol,57.6,1.4
3409, A4,2017,Manual,49000,Diesel,64.2,2
3410, A5,2014,Manual,49030,Diesel,64.2,2
3411, Q5,2015,Manual,29987,Petrol,36.2,2
3412, A3,2013,Manual,30152,Petrol,54.3,1.4
3413, A1,2017,Semi-Auto,31011,Petrol,57.6,1.4
3414, Q3,2016,Manual,40120,Diesel,52.3,2
3415, Q5,2016,Semi-Auto,47026,Diesel,47.1,2
3416, Q3,2015,Manual,49166,Diesel,60.1,2
3417, A5,2017,Semi-Auto,29795,Diesel,70.6,2
3418, A3,2018,Manual,10204,Petrol,42.2,1.5
3419, A3,2016,Manual,48887,Diesel,70.6,1.6
3420, TT,2019,Semi-Auto,8000,Petrol,34.9,2
3421, A6,2015,Semi-Auto,32288,Diesel,64.2,2
3422, A5,2019,Automatic,10,Petrol,40.4,2
3423, Q2,2019,Manual,5998,Diesel,47.9,1.6
3424, A6,2019,Automatic,2250,Diesel,47.9,2
3425, A6,2019,Automatic,4500,Diesel,47.9,2
3426, A6,2016,Semi-Auto,65379,Diesel,61.4,2
3427, A5,2016,Semi-Auto,27385,Petrol,35.8,3
3428, Q3,2013,Semi-Auto,30256,Diesel,47.9,2
3429, A6,2019,Automatic,3000,Diesel,50.4,2
3430, A3,2016,Semi-Auto,30270,Petrol,56.5,1.4
3431, A4,2016,Manual,45338,Petrol,51.4,1.4
3432, Q7,2017,Semi-Auto,27148,Diesel,47.9,3
3433, TT,2019,Semi-Auto,2847,Petrol,35.3,2
3434, Q2,2019,Semi-Auto,3342,Petrol,40.9,1.5
3435, A3,2016,Manual,39154,Petrol,60.1,1.4
3436, A3,2014,Semi-Auto,25256,Diesel,64.2,2
3437, Q5,2016,Semi-Auto,52427,Diesel,42.2,3
3438, A5,2018,Automatic,18714,Diesel,62.8,2
3439, A4,2018,Automatic,6541,Diesel,65.7,2
3440, A4,2018,Manual,12956,Petrol,53.3,1.4
3441, A6,2019,Automatic,1850,Diesel,47.9,2
3442, TT,2017,Semi-Auto,56876,Petrol,42.8,2
3443, A3,2017,Semi-Auto,15361,Petrol,56.5,1.5
3444, A4,2017,Manual,39382,Petrol,48.7,2
3445, A4,2014,Manual,51529,Diesel,62.8,2
3446, A1,2018,Manual,6625,Petrol,67.3,1
3447, Q2,2019,Semi-Auto,17,Diesel,47.9,2
3448, A1,2019,Manual,1800,Petrol,47.9,1
3449, Q5,2019,Automatic,2000,Petrol,32.1,2
3450, Q3,2019,Semi-Auto,5447,Diesel,47.1,2
3451, Q2,2019,Manual,3590,Diesel,49.6,1.6
3452, A3,2019,Automatic,14537,Petrol,41.5,1.5
3453, Q7,2019,Semi-Auto,5391,Diesel,32.8,3
3454, Q3,2015,Manual,31554,Petrol,38.7,2
3455, A4,2015,Semi-Auto,35670,Diesel,58.9,2
3456, A3,2015,Semi-Auto,47355,Diesel,57.6,2
3457, TT,2017,Semi-Auto,90778,Diesel,52.3,2
3458, A7,2017,Semi-Auto,24337,Diesel,55.4,3
3459, A3,2016,Semi-Auto,55561,Petrol,48.7,2
3460, Q3,2015,Manual,46062,Petrol,50.4,1.4
3461, A5,2015,Semi-Auto,40889,Petrol,35.8,3
3462, A1,2015,Manual,27209,Petrol,67.3,1
3463, Q5,2014,Manual,65374,Diesel,47.9,2
3464, A4,2013,Semi-Auto,27700,Diesel,53.3,2
3465, Q5,2018,Semi-Auto,12088,Petrol,34,3
3466, Q3,2019,Manual,2714,Diesel,42.8,2
3467, A1,2019,Semi-Auto,10,Petrol,44.8,1.5
3468, A3,2013,Semi-Auto,52249,Petrol,57.6,1.4
3469, Q3,2017,Semi-Auto,13766,Petrol,47.9,1.4
3470, A4,2017,Manual,29884,Diesel,67.3,2
3471, Q2,2018,Semi-Auto,21000,Diesel,58.9,2
3472, TT,2014,Manual,56000,Petrol,44.1,1.8
3473, Q3,2014,Semi-Auto,50000,Diesel,47.9,2
3474, A4,2019,Semi-Auto,3019,Diesel,44.1,2
3475, A8,2019,Automatic,16584,Petrol,37.7,3
3476, Q3,2017,Semi-Auto,36852,Diesel,50.4,2
3477, Q3,2019,Semi-Auto,4613,Diesel,45.6,2
3478, A5,2016,Manual,9141,Diesel,64.2,2
3479, A1,2018,Manual,8155,Petrol,51.4,1
3480, A4,2019,Automatic,2798,Diesel,44.8,2
3481, Q5,2019,Automatic,11500,Diesel,56.5,2
3482, A5,2019,Manual,7961,Diesel,68.9,2
3483, A5,2019,Manual,9250,Diesel,68.9,2
3484, A8,2015,Automatic,40275,Diesel,47.9,3
3485, A4,2019,Automatic,3500,Diesel,47.9,2
3486, Q5,2019,Automatic,10,Diesel,38.2,2
3487, Q5,2019,Automatic,1200,Petrol,32.1,2
3488, A6,2019,Automatic,11000,Diesel,47.9,2
3489, Q3,2019,Automatic,1000,Diesel,48.7,2
3490, Q5,2019,Semi-Auto,2010,Hybrid,117.7,2
3491, A6,2019,Automatic,2000,Diesel,50.4,2
3492, Q5,2019,Automatic,4500,Diesel,38.2,2
3493, A4,2019,Automatic,3300,Diesel,48.7,2
3494, Q5,2019,Automatic,10,Diesel,38.2,2
3495, Q5,2019,Automatic,10,Diesel,39.2,2
3496, Q3,2019,Manual,5500,Diesel,42.8,2
3497, A5,2019,Automatic,10,Petrol,39.8,2
3498, A6,2019,Automatic,100,Diesel,47.9,2
3499, A1,2019,Semi-Auto,10,Petrol,44.8,1.5
3500, A4,2019,Manual,500,Petrol,39.2,2
3501, Q8,2019,Automatic,8702,Diesel,33.6,3
3502, Q3,2017,Semi-Auto,19000,Petrol,47.9,1.4
3503, A3,2014,Manual,51390,Petrol,53.3,1.4
3504, A3,2017,Semi-Auto,25483,Petrol,57.6,1.4
3505, A4,2016,Semi-Auto,40491,Diesel,72.4,2
3506, A3,2017,Semi-Auto,40307,Diesel,74.3,1.6
3507, Q3,2017,Manual,22620,Petrol,49.6,1.4
3508, A6,2017,Manual,20696,Diesel,65.7,2
3509, A1,2019,Semi-Auto,11275,Petrol,40.9,2
3510, A4,2017,Manual,28000,Petrol,51.4,1.4
3511, Q5,2017,Semi-Auto,16540,Petrol,34,3
3512, A5,2020,Semi-Auto,34,Diesel,50.4,2
3513, A3,2019,Semi-Auto,2621,Diesel,50.4,2
3514, Q2,2019,Semi-Auto,1819,Petrol,42.2,1.5
3515, A1,2017,Manual,5697,Petrol,55.4,1.4
3516, A3,2018,Semi-Auto,11924,Petrol,42.2,1.5
3517, A3,2017,Manual,7840,Petrol,60.1,1.4
3518, A1,2017,Manual,27937,Petrol,57.6,1.4
3519, A1,2015,Manual,42157,Diesel,80.7,1.6
3520, A3,2016,Semi-Auto,37416,Diesel,62.8,2
3521, Q3,2016,Semi-Auto,23237,Diesel,50.4,2
3522, A3,2015,Manual,49969,Petrol,52.3,1.4
3523, A1,2016,Manual,21257,Petrol,55.4,1.4
3524, Q3,2016,Manual,41376,Diesel,52.3,2
3525, A4,2019,Manual,1948,Petrol,40.4,2
3526, A4,2019,Manual,5500,Petrol,39.2,2
3527, A6,2019,Automatic,2100,Diesel,50.4,2
3528, A6,2019,Semi-Auto,16637,Diesel,47.9,2
3529, RS3,2015,Semi-Auto,49610,Petrol,34.9,2.5
3530, A5,2017,Semi-Auto,22631,Diesel,67.3,2
3531, Q3,2014,Manual,48708,Petrol,38.7,2
3532, Q2,2018,Manual,6349,Petrol,47.9,1
3533, A3,2018,Semi-Auto,8982,Petrol,56.5,1.5
3534, A3,2018,Manual,19792,Petrol,54.3,1.5
3535, A5,2015,Manual,45500,Diesel,67.3,2
3536, A4,2017,Manual,80005,Diesel,70.6,2
3537, Q2,2017,Semi-Auto,24354,Diesel,68.9,1.6
3538, A4,2019,Manual,1900,Petrol,40.4,2
3539, A4,2019,Automatic,6000,Petrol,39.2,2
3540, A4,2019,Automatic,2500,Petrol,39.2,2
3541, A5,2019,Manual,7951,Diesel,64.2,2
3542, Q2,2019,Manual,3386,Diesel,47.9,1.6
3543, A3,2019,Manual,9281,Petrol,47.1,1
3544, Q5,2019,Automatic,14598,Diesel,56.5,2
3545, A1,2015,Manual,37081,Petrol,56.5,1.4
3546, A6,2016,Automatic,67189,Diesel,56.5,2
3547, Q3,2016,Manual,14997,Petrol,50.4,1.4
3548, A1,2016,Manual,35412,Petrol,57.6,1.4
3549, A3,2014,Manual,53010,Petrol,55.4,1.4
3550, A4,2019,Automatic,8649,Petrol,40.9,2
3551, A6,2017,Semi-Auto,34727,Diesel,47.1,3
3552, A3,2013,Semi-Auto,59386,Petrol,50.4,1.8
3553, A3,2016,Manual,18617,Petrol,60.1,1
3554, Q3,2013,Manual,52210,Diesel,54.3,2
3555, A3,2016,Manual,46516,Diesel,70.6,2
3556, A3,2016,Manual,67537,Diesel,74.3,1.6
3557, A1,2016,Manual,17248,Petrol,55.4,1.4
3558, TT,2013,Manual,55159,Diesel,51.4,2
3559, Q5,2015,Automatic,33000,Diesel,47.1,2
3560, A5,2016,Manual,51410,Diesel,57.6,2
3561, Q3,2016,Manual,27410,Diesel,52.3,2
3562, A3,2016,Manual,30864,Diesel,83.1,1.6
3563, A3,2016,Manual,28403,Diesel,83.1,1.6
3564, A1,2019,Manual,11120,Petrol,51.4,1
3565, A4,2015,Semi-Auto,52992,Diesel,58.9,2
3566, A7,2014,Semi-Auto,44247,Diesel,44.8,3
3567, Q2,2017,Manual,14383,Petrol,52.3,1.4
3568, A6,2018,Semi-Auto,15350,Diesel,61.4,2
3569, A1,2015,Manual,43578,Petrol,58.9,1.4
3570, A3,2016,Manual,68829,Diesel,67.3,2
3571, Q5,2017,Automatic,30324,Petrol,40.4,2
3572, Q5,2015,Semi-Auto,35112,Diesel,47.1,2
3573, A4,2014,Semi-Auto,65203,Diesel,58.9,2
3574, A3,2015,Manual,39362,Diesel,68.9,2
3575, A3,2016,Manual,58161,Petrol,57.6,1.4
3576, Q5,2016,Manual,63117,Diesel,47.9,2
3577, A6,2017,Automatic,17845,Diesel,58.9,2
3578, A1,2019,Automatic,5121,Petrol,47.9,1
3579, A4,2017,Manual,28472,Petrol,50.4,2
3580, A1,2016,Manual,30582,Petrol,55.4,1.4
3581, A3,2015,Manual,72952,Diesel,68.9,2
3582, A3,2017,Manual,20505,Petrol,60.1,1
3583, A3,2017,Manual,38837,Petrol,55.4,1.5
3584, A1,2017,Manual,25253,Petrol,56.5,1.4
3585, A1,2015,Manual,27013,Petrol,57.6,1.4
3586, A5,2014,Manual,44998,Petrol,49.6,1.8
3587, A5,2016,Manual,42318,Diesel,53.3,2
3588, A1,2014,Manual,30287,Petrol,53.3,1.4
3589, A3,2013,Semi-Auto,30973,Petrol,50.4,1.8
3590, A1,2016,Manual,19807,Petrol,57.6,1.4
3591, A6,2014,Semi-Auto,64460,Diesel,64.2,2
3592, A3,2017,Semi-Auto,9031,Petrol,47.9,2
3593, A4,2015,Manual,92582,Diesel,53.3,2
3594, A3,2016,Semi-Auto,51757,Petrol,60.1,1.4
3595, A1,2017,Manual,7395,Petrol,67.3,1
3596, Q3,2016,Semi-Auto,63345,Diesel,50.4,2
3597, Q3,2016,Manual,33266,Diesel,60.1,2
3598, Q3,2017,Manual,25868,Petrol,49.6,1.4
3599, A4,2016,Manual,21069,Petrol,51.4,1.4
3600, Q3,2017,Semi-Auto,40047,Petrol,47.9,1.4
3601, A6,2016,Manual,36611,Diesel,61.4,2
3602, A5,2016,Automatic,51235,Diesel,50.4,2
3603, Q2,2017,Semi-Auto,54305,Petrol,54.3,1.4
3604, A5,2016,Manual,35500,Diesel,53.3,2
3605, A4,2016,Semi-Auto,39073,Diesel,64.2,3
3606, A4,2014,Manual,42000,Diesel,64.2,2
3607, Q5,2013,Semi-Auto,54143,Diesel,41.5,3
3608, A4,2013,Manual,26500,Petrol,49.6,1.8
3609, A1,2018,Manual,23102,Petrol,55.4,1.4
3610, A6,2016,Manual,37729,Diesel,64.2,2
3611, A4,2016,Manual,29760,Diesel,64.2,2
3612, A3,2017,Manual,23450,Diesel,74.3,1.6
3613, Q3,2017,Semi-Auto,51483,Diesel,51.4,2
3614, Q3,2016,Manual,42299,Diesel,61.4,2
3615, A5,2013,Manual,62090,Diesel,64.2,2
3616, A3,2013,Manual,89831,Diesel,74.3,1.6
3617, Q2,2017,Manual,46140,Diesel,61.4,1.6
3618, A1,2017,Manual,16760,Petrol,70.6,1.4
3619, Q5,2014,Semi-Auto,35025,Diesel,41.5,3
3620, A6,2016,Manual,25718,Diesel,58.9,2
3621, A3,2016,Semi-Auto,32200,Diesel,61.4,2
3622, A3,2016,Manual,30000,Diesel,67.3,2
3623, Q3,2017,Manual,20054,Diesel,54.3,2
3624, A1,2019,Manual,6958,Petrol,50.4,1
3625, TT,2016,Manual,51545,Petrol,47.1,1.8
3626, A3,2017,Automatic,12000,Diesel,70.6,1.6
3627, Q5,2015,Semi-Auto,26190,Diesel,47.1,2
3628, TT,2016,Manual,50403,Petrol,47.1,1.8
3629, Q3,2017,Semi-Auto,16781,Petrol,47.9,1.4
3630, Q3,2014,Manual,41605,Petrol,47.9,1.4
3631, A4,2016,Semi-Auto,44531,Diesel,58.9,3
3632, A3,2018,Manual,14872,Petrol,48.7,1
3633, A1,2016,Manual,33186,Petrol,67.3,1
3634, A6,2014,Automatic,73885,Diesel,55.4,3
3635, Q3,2014,Semi-Auto,69416,Diesel,47.9,2
3636, RS4,2020,Semi-Auto,2500,Petrol,28.8,2.9
3637, Q5,2018,Semi-Auto,26485,Diesel,55.4,2
3638, Q2,2019,Semi-Auto,4304,Diesel,47.9,1.6
3639, A3,2019,Manual,2259,Diesel,51.4,1.6
3640, Q2,2017,Manual,25120,Petrol,52.3,1.4
3641, A4,2019,Automatic,7600,Diesel,44.8,2
3642, A3,2019,Manual,4552,Diesel,51.4,1.6
3643, A3,2018,Automatic,8009,Petrol,56.5,1.5
3644, A6,2018,Automatic,16650,Diesel,50.4,2
3645, A1,2013,Manual,37502,Petrol,53.3,1.4
3646, Q5,2015,Manual,49313,Petrol,37.7,2
3647, Q3,2015,Semi-Auto,32103,Petrol,47.9,1.4
3648, Q7,2019,Semi-Auto,6137,Diesel,32.8,3
3649, Q2,2019,Semi-Auto,24,Diesel,47.9,2
3650, A1,2017,Manual,8597,Petrol,67.3,1
3651, A3,2019,Manual,4000,Diesel,54.3,2
3652, A3,2019,Manual,7000,Diesel,51.4,1.6
3653, A4,2017,Manual,17909,Diesel,70.6,2
3654, A7,2018,Automatic,3537,Diesel,38.2,3
3655, Q2,2018,Manual,9519,Petrol,50.4,1.4
3656, A5,2018,Automatic,12907,Petrol,45.6,2
3657, A4,2017,Manual,21180,Diesel,74.3,2
3658, A4,2017,Manual,16456,Diesel,72.4,2
3659, A1,2017,Manual,59973,Petrol,67.3,1
3660, Q2,2018,Semi-Auto,20622,Petrol,54.3,1.4
3661, Q2,2020,Semi-Auto,5900,Petrol,32.5,2
3662, Q3,2017,Semi-Auto,23932,Petrol,47.9,1.4
3663, A1,2016,Manual,37148,Petrol,67.3,1
3664, A3,2016,Manual,55905,Diesel,83.1,1.6
3665, TT,2015,Manual,31321,Petrol,47.9,2
3666, Q2,2018,Manual,10094,Petrol,55.4,1
3667, Q5,2019,Semi-Auto,3322,Diesel,38.2,2
3668, A3,2016,Semi-Auto,49361,Petrol,40.9,2
3669, Q3,2014,Manual,65710,Diesel,49.6,2
3670, Q3,2019,Semi-Auto,2263,Petrol,30.7,2
3671, A6,2016,Semi-Auto,28224,Diesel,55.4,3
3672, A1,2017,Manual,18698,Petrol,67.3,1
3673, A1,2017,Manual,39999,Petrol,58.9,1.4
3674, A6,2015,Semi-Auto,42838,Diesel,64.2,2
3675, A1,2016,Manual,40711,Petrol,55.4,1.4
3676, A5,2019,Semi-Auto,3743,Petrol,39.8,2
3677, A1,2015,Manual,36796,Petrol,67.3,1
3678, A4,2015,Manual,58774,Diesel,50.4,2
3679, Q3,2019,Semi-Auto,7841,Petrol,31.7,2
3680, A3,2019,Semi-Auto,3034,Petrol,41.5,1.5
3681, A1,2014,Manual,27260,Petrol,52.3,1.4
3682, A1,2013,Manual,37060,Petrol,52.3,1.4
3683, Q5,2014,Automatic,58330,Diesel,44.1,3
3684, A1,2016,Manual,14681,Petrol,67.3,1
3685, A1,2015,Manual,26549,Petrol,67.3,1
3686, A3,2015,Manual,46893,Diesel,68.9,2
3687, TT,2015,Manual,23886,Diesel,65.7,2
3688, Q5,2020,Semi-Auto,4000,Diesel,37.2,2
3689, TT,2017,Semi-Auto,56470,Petrol,34.5,2.5
3690, Q5,2020,Semi-Auto,4000,Hybrid,117.7,2
3691, A1,2018,Manual,20546,Petrol,55.4,1.4
3692, TT,2020,Semi-Auto,4000,Petrol,40.4,2
3693, Q3,2020,Semi-Auto,4000,Petrol,31,2
3694, Q3,2016,Semi-Auto,36323,Diesel,51.4,2
3695, A1,2017,Manual,19633,Petrol,57.6,1.4
3696, A1,2016,Manual,34507,Diesel,76.3,1.6
3697, A1,2015,Manual,57179,Petrol,56.5,1.4
3698, Q3,2014,Semi-Auto,69416,Diesel,47.9,2
3699, Q2,2017,Manual,10160,Petrol,50.4,1.4
3700, Q3,2019,Semi-Auto,6607,Petrol,32.5,2
3701, A4,2017,Manual,31000,Diesel,70.6,2
3702, Q5,2015,Manual,24380,Diesel,47.9,2
3703, A3,2017,Semi-Auto,59000,Diesel,74.3,1.6
3704, A5,2017,Automatic,22491,Petrol,43.5,2
3705, A4,2017,Manual,15365,Petrol,52.3,1.4
3706, A3,2018,Semi-Auto,25559,Petrol,56.5,1.5
3707, A3,2018,Manual,13950,Petrol,54.3,1.5
3708, Q7,2020,Semi-Auto,4000,Diesel,33.2,3
3709, Q5,2016,Semi-Auto,39818,Diesel,47.1,2
3710, A1,2019,Automatic,4504,Petrol,47.1,1
3711, A3,2017,Automatic,12650,Petrol,43.5,2
3712, RS6,2020,Semi-Auto,3220,Petrol,22.1,4
3713, A1,2017,Manual,15100,Petrol,58.9,1.4
3714, A3,2018,Manual,18794,Diesel,67.3,2
3715, Q3,2016,Manual,46816,Diesel,62.8,2
3716, A3,2017,Manual,28319,Diesel,67.3,1.6
3717, A8,2019,Semi-Auto,8613,Petrol,37.7,3
3718, A6,2017,Semi-Auto,38000,Diesel,61.4,2
3719, A6,2019,Semi-Auto,7500,Diesel,47.9,2
3720, A1,2020,Semi-Auto,4000,Petrol,44.8,1.5
3721, A4,2020,Semi-Auto,20,Petrol,40.9,2
3722, A6,2018,Semi-Auto,30447,Diesel,39.8,3
3723, A4,2020,Semi-Auto,20,Diesel,54.3,2
3724, A4,2020,Semi-Auto,20,Diesel,51.4,2
3725, Q3,2020,Manual,20,Petrol,40.9,1.5
3726, A4,2020,Semi-Auto,20,Petrol,42.2,2
3727, A1,2017,Semi-Auto,35903,Petrol,56.5,1.4
3728, A1,2020,Manual,5000,Petrol,47.9,1
3729, Q2,2019,Semi-Auto,1838,Diesel,46.3,1.6
3730, Q2,2019,Automatic,8000,Petrol,40.9,1.5
3731, A6,2016,Semi-Auto,20068,Diesel,64.2,2
3732, A3,2019,Manual,17125,Petrol,47.1,1
3733, A4,2016,Manual,27515,Petrol,53.3,1.4
3734, A1,2019,Semi-Auto,5000,Petrol,40.9,2
3735, A4,2019,Automatic,4500,Diesel,50.4,2
3736, A7,2019,Automatic,2800,Diesel,35.8,3
3737, A4,2019,Semi-Auto,650,Diesel,54.3,2
3738, A6,2019,Semi-Auto,8000,Diesel,47.9,2
