"id","model","year","transmission","mileage","fueltype","price","tax","mpg","enginesize"
1315, A6,2019,Semi-Auto,8766,Diesel,28991,145.0,39.8,3.0
1316, A6,2016,Manual,35000,Diesel,18998,30.0,61.4,2.0
1317, Q3,2017,Manual,21967,Diesel,18998,145.0,56.5,2.0
1318, A3,2016,Manual,20638,Petrol,16998,125.0,49.6,2.0
1319, A1,2016,Manual,19512,Petrol,12798,0.0,67.3,1.0
1320, A6,2016,Manual,26480,Diesel,19998,30.0,61.4,2.0
1321, A4,2016,Manual,68248,Diesel,12998,20.0,72.4,2.0
1322, Q2,2019,Semi-Auto,4842,Diesel,22998,145.0,46.3,1.6
1323, A3,2016,Manual,40050,Diesel,13995,20.0,68.9,1.6
1324, A6,2014,Semi-Auto,82500,Diesel,12995,145.0,54.3,3.0
1325, A4,2017,Manual,53000,Diesel,14295,0.0,74.3,2.0
1326, A5,2013,Manual,80242,Diesel,10070,30.0,60.1,2.0
1327, A1,2015,Manual,29554,Diesel,9798,0.0,80.7,1.6
1328, A4,2019,Manual,3601,Petrol,18998,145.0,41.5,2.0
1329, A4,2016,Manual,28753,Diesel,16998,20.0,68.9,2.0
1330, A3,2015,Semi-Auto,9545,Petrol,18298,200.0,42.8,1.8
1331, A1,2015,Manual,22319,Petrol,10250,0.0,67.3,1.0
1332, Q7,2015,Automatic,41633,Diesel,28127,200.0,47.9,3.0
1333, Q2,2017,Manual,19530,Petrol,17060,145.0,52.3,1.4
1334, Q2,2019,Manual,333,Petrol,20888,145.0,47.1,1.0
1335, A1,2017,Manual,15665,Diesel,15495,150.0,72.4,1.6
1336, Q2,2019,Manual,3657,Petrol,18990,150.0,47.1,1.0
1337, A3,2017,Semi-Auto,35000,Diesel,13940,30.0,62.8,2.0
1338, A4,2019,Automatic,1996,Petrol,29698,145.0,39.2,2.0
1339, Q3,2015,Manual,29850,Diesel,14498,30.0,61.4,2.0
1340, A6,2016,Semi-Auto,49458,Diesel,14498,30.0,61.4,2.0
1341, A4,2018,Semi-Auto,19288,Diesel,23950,145.0,61.4,2.0
1342, A4,2018,Semi-Auto,19300,Diesel,23995,145.0,61.4,2.0
1343, A4,2016,Manual,41100,Diesel,14995,0.0,74.3,2.0
1344, Q3,2017,Semi-Auto,21178,Petrol,17954,150.0,47.9,1.4
1345, A3,2019,Manual,5423,Diesel,21995,145.0,55.4,2.0
1346, A1,2017,Semi-Auto,23496,Diesel,15995,150.0,70.6,1.6
1347, Q3,2019,Manual,1786,Diesel,27444,150.0,42.8,2.0
1348, A1,2020,Semi-Auto,1500,Petrol,25444,145.0,44.8,1.5
1349, A6,2019,Automatic,2000,Petrol,38444,145.0,34.0,2.0
1350, A4,2019,Automatic,8000,Diesel,39990,145.0,40.4,3.0
1351, Q3,2016,Manual,10855,Diesel,19498,160.0,49.6,2.0
1352, A5,2016,Semi-Auto,32012,Diesel,17498,150.0,56.5,2.0
1353, A3,2013,Semi-Auto,45618,Diesel,9698,30.0,62.8,2.0
1354, Q3,2016,Manual,39882,Diesel,16998,145.0,52.3,2.0
1355, A5,2018,Automatic,6541,Diesel,25850,145.0,65.7,2.0
1356, Q2,2019,Manual,2970,Petrol,20350,145.0,47.1,1.0
1357, A6,2015,Semi-Auto,39549,Diesel,15998,30.0,64.2,2.0
1358, A6,2016,Semi-Auto,43565,Diesel,18998,125.0,58.9,2.0
1359, A6,2016,Manual,31300,Diesel,18498,30.0,61.4,2.0
1360, A3,2015,Manual,40321,Diesel,13298,20.0,68.9,2.0
1361, TT,2015,Manual,21725,Petrol,15998,145.0,47.9,2.0
1362, A5,2016,Semi-Auto,37978,Diesel,17498,165.0,52.3,2.0
1363, A1,2019,Manual,4636,Petrol,18495,145.0,50.4,1.0
1364, TT,2019,Automatic,6137,Petrol,26995,145.0,40.4,2.0
1365, A6,2019,Automatic,6001,Diesel,31500,145.0,47.9,2.0
1366, Q3,2019,Manual,2054,Diesel,27888,145.0,42.8,2.0
1367, A1,2016,Manual,14946,Petrol,11990,30.0,57.6,1.4
1368, Q5,2019,Automatic,4000,Diesel,50950,145.0,34.5,3.0
1369, A5,2017,Semi-Auto,31286,Diesel,23850,125.0,60.1,3.0
1370, A4,2018,Manual,15072,Petrol,18450,145.0,52.3,1.4
1371, A1,2019,Automatic,3826,Petrol,19990,145.0,47.1,1.0
1372, A3,2018,Automatic,3954,Petrol,20999,145.0,56.5,1.5
1373, Q3,2016,Semi-Auto,25204,Diesel,19495,145.0,51.4,2.0
1374, Q2,2017,Automatic,31952,Diesel,19995,145.0,57.7,2.0
1375, Q3,2019,Semi-Auto,6249,Diesel,29444,145.0,38.7,2.0
1376, A1,2019,Automatic,6262,Petrol,19990,145.0,47.1,1.0
1377, A1,2017,Manual,18365,Petrol,22750,145.0,39.8,2.0
1378, Q2,2017,Semi-Auto,21248,Diesel,18850,145.0,68.9,1.6
1379, A1,2018,Manual,8300,Petrol,16990,145.0,70.6,1.4
1380, Q2,2019,Manual,4519,Diesel,19888,145.0,49.6,1.6
1381, A3,2016,Semi-Auto,27730,Diesel,15990,30.0,62.8,2.0
1382, A4,2020,Semi-Auto,4235,Petrol,33888,145.0,36.2,2.0
1383, Q2,2020,Semi-Auto,500,Petrol,23888,145.0,42.2,1.5
1384, Q2,2019,Manual,4878,Petrol,19190,145.0,47.1,1.0
1385, A5,2015,Automatic,43811,Diesel,12990,125.0,58.9,2.0
1386, Q3,2019,Semi-Auto,14481,Petrol,28490,145.0,31.7,2.0
1387, A3,2019,Automatic,15961,Petrol,21490,145.0,41.5,1.5
1388, A3,2016,Semi-Auto,23194,Petrol,16490,30.0,54.3,1.4
1389, A7,2016,Semi-Auto,27386,Diesel,19990,125.0,61.4,3.0
1390, RS3,2017,Semi-Auto,17889,Petrol,36990,145.0,34.0,2.5
1391, A1,2017,Manual,27209,Petrol,19250,145.0,39.8,2.0
1392, Q7,2016,Semi-Auto,31022,Diesel,32498,200.0,47.9,3.0
1393, A6,2014,Semi-Auto,40700,Diesel,14798,30.0,64.2,2.0
1394, A1,2015,Manual,43440,Diesel,9298,0.0,80.7,1.6
1395, A1,2016,Manual,30001,Petrol,12298,30.0,56.5,1.4
1396, A1,2015,Manual,19523,Petrol,15995,205.0,40.4,2.0
1397, Q3,2016,Manual,74381,Diesel,14998,145.0,52.3,2.0
1398, A3,2015,Manual,68137,Diesel,12498,30.0,65.7,2.0
1399, A5,2016,Semi-Auto,50903,Diesel,14998,125.0,58.9,2.0
1400, A4,2016,Semi-Auto,39312,Diesel,16131,30.0,67.3,2.0
1401, A3,2017,Manual,68468,Diesel,13298,20.0,65.7,2.0
1402, A6,2015,Semi-Auto,49039,Diesel,18998,165.0,50.4,3.0
1403, A3,2016,Manual,39537,Diesel,16435,30.0,64.2,2.0
1404, Q3,2017,Semi-Auto,32516,Diesel,19465,145.0,51.4,2.0
1405, TT,2017,Manual,31587,Diesel,20435,150.0,60.1,2.0
1406, A1,2016,Manual,22328,Petrol,11191,30.0,55.4,1.4
1407, Q3,2016,Semi-Auto,33015,Petrol,15540,145.0,47.9,1.4
1408, A3,2015,Manual,73567,Diesel,9391,0.0,83.1,1.6
1409, A6,2016,Manual,81517,Diesel,14598,30.0,61.4,2.0
1410, A4,2016,Manual,77061,Diesel,13498,30.0,67.3,2.0
1411, A1,2015,Manual,21396,Petrol,10498,0.0,67.3,1.0
1412, A5,2015,Semi-Auto,35177,Diesel,15698,125.0,58.9,2.0
1413, A1,2015,Manual,36910,Petrol,10198,0.0,67.3,1.0
1414, A4,2016,Manual,77976,Diesel,11998,0.0,74.3,2.0
1415, A4,2016,Manual,85793,Diesel,13298,30.0,67.3,2.0
1416, A4,2016,Manual,32379,Diesel,14998,0.0,74.3,2.0
1417, A4,2015,Manual,55036,Diesel,13995,125.0,58.9,2.0
1418, A3,2015,Manual,45000,Diesel,11385,20.0,72.4,1.6
1419, A5,2015,Semi-Auto,66500,Diesel,13890,125.0,58.9,2.0
1420, A4,2017,Manual,72816,Diesel,12898,0.0,74.3,2.0
1421, A6,2015,Automatic,91593,Diesel,13198,20.0,67.3,2.0
1422, TT,2015,Manual,60362,Diesel,13898,30.0,62.8,2.0
1423, Q5,2018,Semi-Auto,13218,Petrol,29898,145.0,40.4,2.0
1424, TT,2016,Manual,22688,Petrol,16489,145.0,47.1,1.8
1425, Q5,2017,Semi-Auto,37624,Petrol,36989,145.0,34.0,3.0
1426, A1,2015,Manual,39502,Petrol,11295,30.0,58.9,1.4
1427, Q3,2016,Semi-Auto,30319,Diesel,18698,145.0,51.4,2.0
1428, A4,2018,Manual,17047,Petrol,15498,145.0,53.3,1.4
1429, Q3,2015,Manual,26308,Diesel,15798,145.0,56.5,2.0
1430, A5,2019,Semi-Auto,85,Petrol,25498,145.0,40.4,2.0
1431, A4,2016,Manual,51559,Diesel,14798,20.0,70.6,2.0
1432, A1,2015,Manual,23081,Petrol,11998,0.0,67.3,1.0
1433, A5,2016,Semi-Auto,7355,Petrol,24698,260.0,35.8,3.0
1434, A3,2015,Semi-Auto,43793,Diesel,14298,125.0,61.4,2.0
1435, A6,2017,Semi-Auto,35786,Diesel,18998,145.0,64.2,2.0
1436, Q5,2014,Manual,46573,Petrol,17995,240.0,37.7,2.0
1437, A4,2016,Semi-Auto,37188,Diesel,15485,20.0,72.4,2.0
1438, A4,2017,Semi-Auto,70500,Diesel,14485,20.0,72.4,2.0
1439, A6,2013,Semi-Auto,46206,Diesel,13695,145.0,55.4,3.0
1440, Q3,2016,Manual,64842,Diesel,15480,160.0,49.6,2.0
1441, Q3,2017,Semi-Auto,26856,Diesel,19465,145.0,55.4,2.0
1442, A3,2017,Manual,44573,Diesel,12980,145.0,67.3,2.0
1443, A3,2017,Manual,13490,Petrol,18998,145.0,54.3,1.5
1444, Q3,2015,Manual,55259,Diesel,14498,125.0,60.1,2.0
1445, TT,2017,Manual,13506,Petrol,17498,145.0,47.1,1.8
1446, A6,2014,Manual,52037,Diesel,13498,125.0,57.6,2.0
1447, A5,2013,Manual,59773,Diesel,11998,30.0,60.1,2.0
1448, A1,2015,Manual,40170,Petrol,9898,30.0,57.6,1.4
1449, A5,2017,Semi-Auto,27792,Diesel,22498,145.0,65.7,2.0
1450, A6,2016,Semi-Auto,57365,Diesel,14698,30.0,64.2,2.0
1451, A4,2016,Manual,39824,Diesel,14898,20.0,70.6,2.0
1452, Q3,2016,Semi-Auto,74392,Petrol,14498,145.0,47.9,1.4
1453, A3,2017,Semi-Auto,41225,Diesel,18885,145.0,61.4,2.0
1454, Q2,2017,Semi-Auto,10253,Petrol,19990,145.0,52.3,1.4
1455, A6,2016,Semi-Auto,54928,Diesel,18440,125.0,56.5,3.0
1456, Q7,2016,Semi-Auto,67181,Diesel,27950,200.0,47.9,3.0
1457, A3,2015,Semi-Auto,5322,Petrol,14298,30.0,58.9,1.4
1458, A3,2016,Manual,31226,Petrol,15498,30.0,57.6,1.4
1459, Q3,2016,Semi-Auto,30738,Petrol,17498,145.0,47.9,1.4
1460, Q5,2015,Manual,42180,Diesel,18798,200.0,47.9,2.0
1461, Q5,2015,Manual,20274,Diesel,20498,200.0,47.9,2.0
1462, A1,2015,Manual,41015,Petrol,10498,0.0,67.3,1.0
1463, A3,2014,Manual,50573,Petrol,10998,20.0,60.1,1.4
1464, Q3,2016,Manual,15982,Diesel,17898,30.0,60.1,2.0
1465, A6,2017,Semi-Auto,21789,Diesel,21998,145.0,61.4,2.0
1466, TT,2016,Manual,44069,Diesel,14998,30.0,62.8,2.0
1467, Q2,2019,Manual,6612,Diesel,19998,145.0,49.6,1.6
1468, A3,2018,Manual,22710,Diesel,15840,145.0,68.9,1.6
1469, A6,2018,Semi-Auto,5894,Diesel,26995,145.0,56.5,2.0
1470, Q5,2016,Semi-Auto,58767,Diesel,19440,200.0,47.1,2.0
1471, Q5,2015,Semi-Auto,66000,Diesel,22995,235.0,42.8,3.0
1472, Q3,2017,Semi-Auto,24190,Diesel,19465,145.0,55.4,2.0
1473, Q7,2018,Semi-Auto,35800,Diesel,48985,145.0,39.2,4.0
1474, A3,2017,Manual,40000,Diesel,12950,145.0,74.3,1.6
1475, A5,2017,Automatic,28000,Diesel,20650,20.0,67.3,2.0
1476, Q5,2018,Semi-Auto,21000,Diesel,28450,145.0,56.5,2.0
1477, Q3,2016,Manual,31000,Diesel,16450,30.0,60.1,2.0
1478, A4,2017,Manual,62140,Diesel,15498,145.0,64.2,2.0
1479, Q2,2019,Semi-Auto,156,Diesel,26998,150.0,46.3,2.0
1480, A1,2019,Manual,8396,Petrol,17690,150.0,50.4,1.0
1481, Q3,2014,Semi-Auto,23340,Petrol,17998,260.0,36.7,2.0
1482, Q3,2017,Manual,19331,Diesel,17998,125.0,57.7,2.0
1483, Q5,2019,Semi-Auto,10,Petrol,35498,145.0,32.1,2.0
1484, Q3,2015,Manual,32914,Diesel,16698,145.0,52.3,2.0
1485, Q3,2016,Manual,41910,Diesel,16998,145.0,52.3,2.0
1486, A3,2017,Semi-Auto,27430,Petrol,18498,145.0,56.5,1.4
1487, A6,2016,Semi-Auto,62000,Diesel,17498,30.0,61.4,2.0
1488, Q5,2016,Manual,29049,Diesel,19498,200.0,47.9,2.0
1489, Q2,2018,Semi-Auto,14974,Diesel,18698,145.0,68.9,1.6
1490, A4,2017,Manual,30795,Petrol,14798,145.0,51.4,1.4
1491, A3,2016,Manual,41049,Diesel,14998,20.0,65.7,2.0
1492, A3,2016,Manual,29709,Petrol,14298,20.0,60.1,1.4
1493, Q5,2019,Semi-Auto,21,Petrol,35498,145.0,32.1,2.0
1494, Q5,2019,Semi-Auto,28,Petrol,31498,145.0,33.2,2.0
1495, Q3,2015,Manual,43734,Diesel,15998,145.0,52.3,2.0
1496, Q5,2016,Semi-Auto,42167,Diesel,29998,235.0,42.2,3.0
1497, A3,2016,Manual,19048,Petrol,13998,20.0,60.1,1.0
1498, A5,2016,Semi-Auto,65483,Diesel,16998,150.0,56.5,2.0
1499, A6,2019,Semi-Auto,21343,Diesel,26888,150.0,50.4,2.0
1500, A4,2018,Manual,20356,Petrol,19222,150.0,51.4,1.4
1501, Q3,2016,Manual,17067,Petrol,18450,145.0,49.6,1.4
1502, A3,2017,Manual,26022,Diesel,13390,20.0,70.6,1.6
1503, A3,2017,Manual,17666,Petrol,14998,20.0,60.1,1.4
1504, A3,2017,Semi-Auto,13344,Petrol,20998,145.0,56.5,1.5
1505, A4,2017,Manual,32997,Diesel,18998,145.0,67.3,2.0
1506, A1,2016,Manual,23718,Petrol,12298,30.0,56.5,1.4
1507, A6,2014,Semi-Auto,57525,Diesel,17998,235.0,44.8,3.0
1508, Q5,2013,Semi-Auto,43309,Diesel,15998,200.0,47.1,2.0
1509, A4,2018,Manual,23669,Petrol,17698,145.0,52.3,1.4
1510, Q3,2016,Manual,31649,Diesel,15998,30.0,60.1,2.0
1511, A3,2016,Manual,15056,Petrol,13290,125.0,53.3,1.4
1512, Q2,2019,Manual,4667,Diesel,20444,145.0,49.6,1.6
1513, A4,2017,Manual,12000,Diesel,17444,145.0,70.6,2.0
1514, Q2,2018,Semi-Auto,11489,Petrol,20490,145.0,52.3,1.4
1515, Q2,2019,Manual,7801,Diesel,25444,145.0,46.3,1.6
1516, A1,2019,Manual,4467,Petrol,21644,150.0,46.3,1.5
1517, A5,2014,Semi-Auto,43605,Petrol,16990,300.0,34.9,3.0
1518, Q3,2013,Manual,69884,Diesel,10190,145.0,54.3,2.0
1519, Q3,2017,Manual,27428,Diesel,19491,145.0,56.5,2.0
1520, A1,2016,Manual,42391,Diesel,9578,0.0,76.3,1.6
1521, A3,2016,Semi-Auto,32002,Diesel,16998,30.0,61.4,2.0
1522, Q2,2017,Manual,24654,Diesel,16298,30.0,64.2,1.6
1523, A3,2016,Manual,31952,Diesel,11998,0.0,83.1,1.6
1524, A6,2015,Manual,38431,Diesel,17498,30.0,61.4,2.0
1525, Q5,2016,Manual,34189,Diesel,19998,200.0,47.9,2.0
1526, A4,2017,Manual,57161,Diesel,14298,20.0,70.6,2.0
1527, A4,2017,Manual,46147,Diesel,15498,145.0,70.6,2.0
1528, A1,2016,Manual,48889,Diesel,9498,0.0,76.3,1.6
1529, A6,2014,Manual,80050,Diesel,10917,125.0,57.6,2.0
1530, A1,2016,Manual,22225,Petrol,13170,30.0,56.5,1.4
1531, RS3,2016,Semi-Auto,28083,Petrol,28991,300.0,34.9,2.5
1532, Q3,2018,Semi-Auto,19000,Petrol,23650,145.0,45.6,1.4
1533, Q2,2019,Semi-Auto,6837,Diesel,19888,145.0,47.9,1.6
1534, Q3,2016,Semi-Auto,24020,Petrol,17790,145.0,47.9,1.4
1535, A8,2017,Semi-Auto,32066,Petrol,35850,145.0,30.1,4.0
1536, Q3,2016,Manual,25647,Diesel,15990,30.0,62.8,2.0
1537, Q7,2019,Semi-Auto,10342,Diesel,44990,145.0,33.2,3.0
1538, Q3,2015,Manual,27632,Petrol,13990,125.0,50.4,1.4
1539, A6,2016,Manual,35421,Diesel,16990,30.0,64.2,2.0
1540, Q3,2016,Manual,38578,Petrol,16290,145.0,49.6,1.4
1541, Q2,2019,Manual,4462,Diesel,22444,150.0,49.6,1.6
1542, A1,2019,Semi-Auto,5304,Petrol,21790,145.0,40.9,2.0
1543, Q2,2019,Manual,3505,Petrol,21490,145.0,47.1,1.0
1544, Q7,2017,Semi-Auto,30262,Diesel,49490,145.0,39.2,4.0
1545, Q2,2017,Manual,10044,Petrol,18490,145.0,52.3,1.4
1546, Q7,2019,Automatic,4000,Diesel,56490,145.0,33.2,3.0
1547, Q2,2019,Manual,3047,Diesel,19790,145.0,49.6,1.6
1548, Q3,2017,Semi-Auto,23166,Petrol,20040,145.0,47.9,1.4
1549, A4,2017,Manual,17450,Diesel,18230,145.0,67.3,2.0
1550, Q3,2017,Manual,30949,Diesel,17990,30.0,61.4,2.0
1551, A1,2017,Manual,34003,Petrol,11495,0.0,67.3,1.0
1552, A4,2016,Manual,30578,Diesel,14995,0.0,74.3,2.0
1553, Q3,2015,Manual,28129,Diesel,16498,125.0,60.1,2.0
1554, A4,2017,Semi-Auto,51875,Diesel,15498,20.0,70.6,2.0
1555, A3,2016,Manual,33279,Petrol,16298,30.0,60.1,1.4
1556, Q3,2015,Semi-Auto,31695,Diesel,18298,160.0,51.4,2.0
1557, Q2,2017,Manual,12300,Petrol,17990,145.0,52.3,1.4
1558, A4,2017,Manual,21541,Diesel,15490,145.0,74.3,2.0
1559, Q2,2018,Semi-Auto,10200,Petrol,21790,145.0,52.3,1.4
1560, A3,2019,Manual,5843,Diesel,21990,145.0,55.4,2.0
1561, Q3,2018,Semi-Auto,23800,Petrol,23990,145.0,48.7,1.4
1562, A6,2018,Semi-Auto,21000,Diesel,20750,145.0,64.2,2.0
1563, Q3,2019,Manual,1500,Diesel,26888,145.0,42.8,2.0
1564, Q3,2019,Manual,1500,Diesel,26888,145.0,42.8,2.0
1565, Q3,2019,Manual,1500,Diesel,26888,145.0,42.8,2.0
1566, Q2,2019,Manual,5000,Petrol,20999,145.0,47.1,1.0
1567, Q5,2019,Semi-Auto,5000,Diesel,46999,145.0,36.2,2.0
1568, Q3,2016,Semi-Auto,30245,Diesel,18990,165.0,50.4,2.0
1569, A3,2016,Semi-Auto,28307,Diesel,13999,20.0,72.4,1.6
1570, Q5,2014,Manual,60173,Diesel,14888,205.0,47.9,2.0
1571, A3,2014,Manual,30126,Diesel,11444,20.0,68.9,2.0
1572, A7,2015,Semi-Auto,42687,Diesel,17888,150.0,54.3,3.0
1573, A6,2019,Semi-Auto,8567,Diesel,43490,150.0,36.2,3.0
1574, A1,2017,Manual,16252,Petrol,13222,30.0,55.4,1.4
1575, A1,2014,Manual,36478,Petrol,9390,125.0,52.3,1.4
1576, TT,2014,Manual,25414,Petrol,16990,150.0,47.9,2.0
1577, A3,2015,Manual,45009,Diesel,14898,20.0,67.3,2.0
1578, A3,2013,Manual,41442,Petrol,12698,125.0,53.3,1.4
1579, Q5,2015,Semi-Auto,75960,Diesel,22498,235.0,42.8,3.0
1580, Q3,2013,Manual,61278,Diesel,11498,145.0,54.3,2.0
1581, A5,2019,Automatic,1500,Petrol,27888,145.0,39.8,2.0
1582, A5,2019,Automatic,1500,Petrol,26888,145.0,39.8,2.0
1583, Q3,2019,Automatic,4000,Diesel,31888,145.0,47.1,2.0
1584, A5,2019,Automatic,5335,Petrol,24888,145.0,39.8,2.0
1585, Q7,2019,Automatic,10500,Diesel,54490,145.0,32.1,3.0
1586, Q3,2015,Semi-Auto,24000,Petrol,20990,200.0,40.4,2.0
1587, Q7,2018,Automatic,7650,Diesel,44999,145.0,32.8,3.0
1588, A1,2016,Manual,16327,Petrol,13888,30.0,56.5,1.4
1589, Q3,2016,Semi-Auto,42583,Diesel,16990,150.0,51.4,2.0
1590, Q2,2018,Manual,18323,Petrol,20290,150.0,50.4,1.4
1591, Q7,2016,Semi-Auto,14727,Diesel,30790,160.0,48.7,3.0
1592, A6,2016,Semi-Auto,50687,Diesel,18990,145.0,56.5,2.0
1593, Q2,2017,Semi-Auto,14575,Petrol,19444,145.0,54.3,1.4
1594, A1,2015,Manual,22148,Petrol,15888,200.0,40.4,2.0
1595, A1,2019,Manual,13059,Petrol,19498,145.0,50.4,1.0
1596, Q3,2016,Manual,18419,Petrol,15998,125.0,50.4,1.4
1597, A6,2015,Semi-Auto,38952,Diesel,16998,125.0,57.6,2.0
1598, A6,2016,Semi-Auto,26157,Diesel,19998,125.0,56.5,3.0
1599, Q5,2018,Semi-Auto,21017,Petrol,43888,145.0,34.0,3.0
1600, Q3,2019,Semi-Auto,1845,Petrol,30990,145.0,31.4,2.0
1601, A1,2020,Manual,4000,Petrol,19990,145.0,47.9,1.0
1602, Q2,2019,Manual,1500,Petrol,19990,145.0,47.1,1.0
1603, Q5,2016,Manual,23314,Petrol,19000,240.0,37.2,2.0
1604, A3,2018,Semi-Auto,18478,Petrol,25489,145.0,43.5,2.0
1605, A5,2015,Manual,37026,Petrol,15489,145.0,49.6,1.8
1606, TT,2016,Manual,22688,Petrol,16289,145.0,47.1,1.8
1607, A3,2017,Semi-Auto,28151,Petrol,22689,160.0,43.5,2.0
1608, Q5,2017,Semi-Auto,37624,Petrol,35989,145.0,34.0,3.0
1609, A6,2018,Semi-Auto,9452,Petrol,23489,145.0,47.9,1.8
1610, Q3,2017,Semi-Auto,41887,Diesel,19350,145.0,55.4,2.0
1611, Q7,2018,Automatic,16725,Diesel,44999,145.0,32.8,3.0
1612, A6,2014,Manual,44219,Diesel,12498,30.0,62.8,2.0
1613, A5,2016,Semi-Auto,46512,Petrol,20498,260.0,35.8,3.0
1614, A1,2015,Manual,43512,Petrol,11298,30.0,56.5,1.4
1615, A5,2017,Semi-Auto,23572,Diesel,21898,145.0,70.6,2.0
1616, Q3,2015,Manual,25719,Diesel,17998,160.0,49.6,2.0
1617, A6,2016,Semi-Auto,32951,Diesel,19298,30.0,58.9,2.0
1618, Q2,2019,Manual,10556,Petrol,19498,145.0,42.8,1.5
1619, A6,2016,Semi-Auto,29067,Diesel,19998,30.0,61.4,2.0
1620, A1,2015,Manual,26300,Diesel,10598,0.0,80.7,1.6
1621, A1,2020,Semi-Auto,3500,Petrol,21888,145.0,44.8,1.5
1622, A1,2020,Semi-Auto,402,Petrol,22290,145.0,44.8,1.5
1623, A3,2013,Manual,58867,Petrol,8498,125.0,53.3,1.4
1624, A4,2016,Manual,33303,Diesel,14998,20.0,72.4,2.0
1625, A1,2016,Manual,29819,Petrol,11200,0.0,67.3,1.0
1626, Q5,2015,Semi-Auto,35520,Diesel,23998,260.0,41.5,3.0
1627, Q5,2014,Manual,55292,Diesel,12995,205.0,47.9,2.0
1628, A4,2017,Manual,30266,Petrol,13888,125.0,53.3,1.4
1629, Q3,2018,Manual,22465,Diesel,19990,150.0,56.5,2.0
1630, A3,2017,Manual,18541,Petrol,18444,30.0,60.1,1.4
1631, Q2,2017,Semi-Auto,37125,Petrol,19888,125.0,52.3,1.4
1632, Q2,2018,Semi-Auto,18258,Petrol,22444,150.0,52.3,1.4
1633, A1,2017,Manual,16438,Petrol,12444,150.0,57.6,1.4
1634, Q5,2015,Manual,51962,Diesel,17498,200.0,47.9,2.0
1635, A1,2015,Manual,26811,Petrol,12798,30.0,58.9,1.4
1636, A5,2017,Manual,68996,Diesel,16498,30.0,64.2,2.0
1637, Q5,2016,Semi-Auto,46843,Diesel,28498,235.0,42.2,3.0
1638, A6,2016,Manual,62668,Diesel,16498,30.0,61.4,2.0
1639, TT,2016,Manual,33000,Petrol,16650,160.0,46.3,2.0
1640, TT,2016,Manual,40601,Diesel,16490,30.0,61.4,2.0
1641, A6,2017,Semi-Auto,43000,Diesel,19190,30.0,61.4,2.0
1642, A3,2017,Manual,23694,Petrol,17250,145.0,60.1,1.4
1643, A3,2017,Manual,21130,Diesel,18990,145.0,65.7,2.0
1644, Q5,2019,Automatic,6000,Diesel,49990,145.0,34.5,3.0
1645, A1,2019,Automatic,4000,Petrol,18888,145.0,46.3,1.0
1646, Q3,2019,Semi-Auto,6500,Diesel,26999,145.0,48.7,2.0
1647, R8,2019,Semi-Auto,4000,Petrol,129000,145.0,21.4,5.2
1648, A1,2020,Semi-Auto,4000,Petrol,22888,145.0,44.8,1.5
1649, Q5,2020,Semi-Auto,3500,Hybrid,46450,135.0,117.7,2.0
1650, Q2,2017,Manual,7898,Petrol,17490,125.0,52.3,1.4
1651, A1,2020,Manual,1500,Petrol,19490,145.0,48.7,1.0
1652, Q2,2017,Manual,4653,Petrol,20490,145.0,50.4,1.4
1653, Q2,2017,Manual,18365,Petrol,17990,145.0,52.3,1.4
1654, A3,2015,Semi-Auto,45300,Diesel,13995,125.0,58.9,2.0
1655, Q3,2017,Manual,20250,Diesel,20495,145.0,54.3,2.0
1656, A3,2017,Semi-Auto,25335,Petrol,17990,30.0,56.5,1.4
1657, A6,2017,Automatic,22631,Diesel,27990,145.0,50.4,3.0
1658, Q3,2014,Semi-Auto,56601,Diesel,12040,200.0,47.9,2.0
1659, A5,2013,Manual,50124,Diesel,10440,30.0,61.4,2.0
1660, Q3,2014,Manual,26782,Petrol,13798,235.0,38.7,2.0
1661, Q3,2015,Manual,38430,Diesel,14298,145.0,56.5,2.0
1662, Q2,2017,Manual,8642,Petrol,20698,145.0,50.4,1.4
1663, A4,2019,Semi-Auto,12482,Petrol,24998,145.0,38.2,2.0
1664, A4,2019,Semi-Auto,9880,Petrol,24998,145.0,38.2,2.0
1665, A4,2017,Manual,4734,Petrol,16998,145.0,52.3,1.4
1666, A4,2016,Manual,34581,Diesel,15998,30.0,67.3,2.0
1667, A4,2018,Manual,13798,Petrol,19798,145.0,51.4,1.4
1668, A6,2017,Semi-Auto,31232,Diesel,20998,150.0,58.9,2.0
1669, Q3,2017,Manual,20110,Petrol,19498,145.0,51.4,1.4
1670, Q5,2015,Manual,39056,Diesel,19698,200.0,47.9,2.0
1671, Q3,2015,Manual,36964,Diesel,13998,30.0,61.4,2.0
1672, A4,2013,Manual,72011,Diesel,9298,30.0,64.2,2.0
1673, A6,2017,Semi-Auto,12623,Diesel,19798,150.0,64.2,2.0
1674, A5,2017,Semi-Auto,29668,Petrol,23790,145.0,45.6,2.0
1675, Q3,2015,Semi-Auto,26540,Petrol,19995,205.0,40.4,2.0
1676, A4,2014,Manual,67054,Diesel,9995,30.0,61.4,2.0
1677, A4,2013,Semi-Auto,51000,Diesel,12495,150.0,53.3,2.0
1678, A1,2016,Manual,43000,Petrol,10495,0.0,67.3,1.0
1679, A3,2015,Manual,66088,Diesel,12998,20.0,67.3,2.0
1680, A1,2015,Manual,58223,Petrol,14180,235.0,39.8,2.0
1681, A8,2015,Automatic,35361,Diesel,19230,200.0,48.7,3.0
