id,model,year,transmission,mileage,fueltype,price,tax
3439, A4,2018,Automatic,6541,Diesel,23991,145
3440, A4,2018,Manual,12956,Petrol,21991,145
3441, A6,2019,Automatic,1850,Diesel,29991,145
3442, TT,2017,Semi-Auto,56876,Petrol,18349,145
3443, A3,2017,Semi-Auto,15361,Petrol,19669,145
3444, A4,2017,Manual,39382,Petrol,16998,150
3445, A4,2014,Manual,51529,Diesel,11798,30
3446, A1,2018,Manual,6625,Petrol,13498,150
3447, Q2,2019,Semi-Auto,17,Diesel,24998,145
3448, A1,2019,Manual,1800,Petrol,20998,145
3449, Q5,2019,Automatic,2000,Petrol,40991,145
3450, Q3,2019,Semi-Auto,5447,Diesel,28691,145
3451, Q2,2019,Manual,3590,Diesel,19991,145
3452, A3,2019,Automatic,14537,Petrol,22992,145
3453, Q7,2019,Semi-Auto,5391,Diesel,46992,145
3454, Q3,2015,Manual,31554,Petrol,16995,235
3455, A4,2015,Semi-Auto,35670,Diesel,13995,125
3456, A3,2015,Semi-Auto,47355,Diesel,15495,125
3457, TT,2017,Semi-Auto,90778,Diesel,16499,150
3458, A7,2017,Semi-Auto,24337,Diesel,22999,150
3459, A3,2016,Semi-Auto,55561,Petrol,15491,125
3460, Q3,2015,Manual,46062,Petrol,12999,125
3461, A5,2015,Semi-Auto,40889,Petrol,17895,260
3462, A1,2015,Manual,27209,Petrol,10420,0
3463, Q5,2014,Manual,65374,Diesel,14790,200
3464, A4,2013,Semi-Auto,27700,Diesel,12781,145
3465, Q5,2018,Semi-Auto,12088,Petrol,37504,145
3466, Q3,2019,Manual,2714,Diesel,25491,145
3467, A1,2019,Semi-Auto,10,Petrol,20992,145
3468, A3,2013,Semi-Auto,52249,Petrol,12291,30
3469, Q3,2017,Semi-Auto,13766,Petrol,18691,145
3470, A4,2017,Manual,29884,Diesel,18991,145
3471, Q2,2018,Semi-Auto,21000,Diesel,18991,145
3472, TT,2014,Manual,56000,Petrol,10891,165
3473, Q3,2014,Semi-Auto,50000,Diesel,13991,205
3474, A4,2019,Semi-Auto,3019,Diesel,34991,145
3475, A8,2019,Automatic,16584,Petrol,33992,145
3476, Q3,2017,Semi-Auto,36852,Diesel,19691,160
3477, Q3,2019,Semi-Auto,4613,Diesel,34991,145
3478, A5,2016,Manual,9141,Diesel,19991,30
3479, A1,2018,Manual,8155,Petrol,16992,145
3480, A4,2019,Automatic,2798,Diesel,29991,145
3481, Q5,2019,Automatic,11500,Diesel,30991,145
3482, A5,2019,Manual,7961,Diesel,24991,145
3483, A5,2019,Manual,9250,Diesel,24491,145
3484, A8,2015,Automatic,40275,Diesel,17591,200
3485, A4,2019,Automatic,3500,Diesel,32991,145
3486, Q5,2019,Automatic,10,Diesel,36991,145
3487, Q5,2019,Automatic,1200,Petrol,38991,145
3488, A6,2019,Automatic,11000,Diesel,39991,145
3489, Q3,2019,Automatic,1000,Diesel,29491,145
3490, Q5,2019,Semi-Auto,2010,Hybrid,44991,135
3491, A6,2019,Automatic,2000,Diesel,36991,145
3492, Q5,2019,Automatic,4500,Diesel,39999,145
3493, A4,2019,Automatic,3300,Diesel,25992,145
3494, Q5,2019,Automatic,10,Diesel,38691,145
3495, Q5,2019,Automatic,10,Diesel,32991,145
3496, Q3,2019,Manual,5500,Diesel,28491,145
3497, A5,2019,Automatic,10,Petrol,27991,145
3498, A6,2019,Automatic,100,Diesel,34491,145
3499, A1,2019,Semi-Auto,10,Petrol,21991,145
3500, A4,2019,Manual,500,Petrol,25491,145
3501, Q8,2019,Automatic,8702,Diesel,53491,145
3502, Q3,2017,Semi-Auto,19000,Petrol,17991,150
3503, A3,2014,Manual,51390,Petrol,9490,125
3504, A3,2017,Semi-Auto,25483,Petrol,15691,150
3505, A4,2016,Semi-Auto,40491,Diesel,13695,0
3506, A3,2017,Semi-Auto,40307,Diesel,12495,0
3507, Q3,2017,Manual,22620,Petrol,19995,145
3508, A6,2017,Manual,20696,Diesel,15991,150
3509, A1,2019,Semi-Auto,11275,Petrol,20991,150
3510, A4,2017,Manual,28000,Petrol,14991,150
3511, Q5,2017,Semi-Auto,16540,Petrol,37991,150
3512, A5,2020,Semi-Auto,34,Diesel,29491,145
3513, A3,2019,Semi-Auto,2621,Diesel,24991,145
3514, Q2,2019,Semi-Auto,1819,Petrol,24991,145
3515, A1,2017,Manual,5697,Petrol,13390,145
3516, A3,2018,Semi-Auto,11924,Petrol,20000,150
3517, A3,2017,Manual,7840,Petrol,19499,30
3518, A1,2017,Manual,27937,Petrol,13991,30
3519, A1,2015,Manual,42157,Diesel,11491,0
3520, A3,2016,Semi-Auto,37416,Diesel,14491,30
3521, Q3,2016,Semi-Auto,23237,Diesel,19491,160
3522, A3,2015,Manual,49969,Petrol,12991,125
3523, A1,2016,Manual,21257,Petrol,14991,30
3524, Q3,2016,Manual,41376,Diesel,16991,145
3525, A4,2019,Manual,1948,Petrol,22991,145
3526, A4,2019,Manual,5500,Petrol,26491,145
3527, A6,2019,Automatic,2100,Diesel,27991,145
3528, A6,2019,Semi-Auto,16637,Diesel,27999,145
3529, RS3,2015,Semi-Auto,49610,Petrol,24699,300
3530, A5,2017,Semi-Auto,22631,Diesel,18999,30
3531, Q3,2014,Manual,48708,Petrol,14500,235
3532, Q2,2018,Manual,6349,Petrol,16995,145
3533, A3,2018,Semi-Auto,8982,Petrol,19995,145
3534, A3,2018,Manual,19792,Petrol,18495,145
3535, A5,2015,Manual,45500,Diesel,12798,20
3536, A4,2017,Manual,80005,Diesel,13298,145
3537, Q2,2017,Semi-Auto,24354,Diesel,17760,20
3538, A4,2019,Manual,1900,Petrol,22991,145
3539, A4,2019,Automatic,6000,Petrol,24991,145
3540, A4,2019,Automatic,2500,Petrol,24491,145
3541, A5,2019,Manual,7951,Diesel,24992,145
3542, Q2,2019,Manual,3386,Diesel,20691,145
3543, A3,2019,Manual,9281,Petrol,20491,145
3544, Q5,2019,Automatic,14598,Diesel,34991,145
3545, A1,2015,Manual,37081,Petrol,11230,30
3546, A6,2016,Automatic,67189,Diesel,16600,145
3547, Q3,2016,Manual,14997,Petrol,16150,125
3548, A1,2016,Manual,35412,Petrol,10330,30
3549, A3,2014,Manual,53010,Petrol,11498,30
3550, A4,2019,Automatic,8649,Petrol,19998,145
3551, A6,2017,Semi-Auto,34727,Diesel,23998,205
3552, A3,2013,Semi-Auto,59386,Petrol,11980,125
3553, A3,2016,Manual,18617,Petrol,13000,20
3554, Q3,2013,Manual,52210,Diesel,10260,150
3555, A3,2016,Manual,46516,Diesel,10500,20
3556, A3,2016,Manual,67537,Diesel,9800,0
3557, A1,2016,Manual,17248,Petrol,11750,30
3558, TT,2013,Manual,55159,Diesel,9430,160
3559, Q5,2015,Automatic,33000,Diesel,19795,200
3560, A5,2016,Manual,51410,Diesel,16000,125
3561, Q3,2016,Manual,27410,Diesel,17200,145
3562, A3,2016,Manual,30864,Diesel,11798,0
3563, A3,2016,Manual,28403,Diesel,11498,0
3564, A1,2019,Manual,11120,Petrol,15600,145
3565, A4,2015,Semi-Auto,52992,Diesel,12000,125
3566, A7,2014,Semi-Auto,44247,Diesel,17999,235
3567, Q2,2017,Manual,14383,Petrol,16999,145
3568, A6,2018,Semi-Auto,15350,Diesel,22999,145
3569, A1,2015,Manual,43578,Petrol,11799,30
3570, A3,2016,Manual,68829,Diesel,12300,20
3571, Q5,2017,Automatic,30324,Petrol,27300,145
3572, Q5,2015,Semi-Auto,35112,Diesel,19751,200
3573, A4,2014,Semi-Auto,65203,Diesel,10291,125
3574, A3,2015,Manual,39362,Diesel,12391,20
3575, A3,2016,Manual,58161,Petrol,12900,30
3576, Q5,2016,Manual,63117,Diesel,18000,200
3577, A6,2017,Automatic,17845,Diesel,22800,145
3578, A1,2019,Automatic,5121,Petrol,18650,145
3579, A4,2017,Manual,28472,Petrol,16500,125
3580, A1,2016,Manual,30582,Petrol,11500,30
3581, A3,2015,Manual,72952,Diesel,9999,20
3582, A3,2017,Manual,20505,Petrol,15200,145
3583, A3,2017,Manual,38837,Petrol,15991,145
3584, A1,2017,Manual,25253,Petrol,14495,30
3585, A1,2015,Manual,27013,Petrol,10291,30
3586, A5,2014,Manual,44998,Petrol,11991,145
3587, A5,2016,Manual,42318,Diesel,17581,160
3588, A1,2014,Manual,30287,Petrol,10291,125
3589, A3,2013,Semi-Auto,30973,Petrol,13930,125
3590, A1,2016,Manual,19807,Petrol,11271,30
3591, A6,2014,Semi-Auto,64460,Diesel,10100,30
3592, A3,2017,Semi-Auto,9031,Petrol,21495,145
3593, A4,2015,Manual,92582,Diesel,12995,150
3594, A3,2016,Semi-Auto,51757,Petrol,12891,20
3595, A1,2017,Manual,7395,Petrol,12291,150
3596, Q3,2016,Semi-Auto,63345,Diesel,16342,160
3597, Q3,2016,Manual,33266,Diesel,16495,30
3598, Q3,2017,Manual,25868,Petrol,20000,145
3599, A4,2016,Manual,21069,Petrol,14500,150
3600, Q3,2017,Semi-Auto,40047,Petrol,16647,145
3601, A6,2016,Manual,36611,Diesel,17397,30
3602, A5,2016,Automatic,51235,Diesel,17797,160
3603, Q2,2017,Semi-Auto,54305,Petrol,15995,30
3604, A5,2016,Manual,35500,Diesel,18495,165
3605, A4,2016,Semi-Auto,39073,Diesel,15695,30
3606, A4,2014,Manual,42000,Diesel,11495,30
3607, Q5,2013,Semi-Auto,54143,Diesel,19995,265
3608, A4,2013,Manual,26500,Petrol,11500,150
3609, A1,2018,Manual,23102,Petrol,14995,145
3610, A6,2016,Manual,37729,Diesel,15995,30
3611, A4,2016,Manual,29760,Diesel,16290,30
3612, A3,2017,Manual,23450,Diesel,12560,0
3613, Q3,2017,Semi-Auto,51483,Diesel,19490,160
3614, Q3,2016,Manual,42299,Diesel,13991,30
3615, A5,2013,Manual,62090,Diesel,9991,30
3616, A3,2013,Manual,89831,Diesel,6998,0
3617, Q2,2017,Manual,46140,Diesel,16495,145
3618, A1,2017,Manual,16760,Petrol,15995,145
3619, Q5,2014,Semi-Auto,35025,Diesel,23995,260
3620, A6,2016,Manual,25718,Diesel,19495,125
3621, A3,2016,Semi-Auto,32200,Diesel,16295,30
3622, A3,2016,Manual,30000,Diesel,14991,20
3623, Q3,2017,Manual,20054,Diesel,21991,145
3624, A1,2019,Manual,6958,Petrol,18991,145
3625, TT,2016,Manual,51545,Petrol,14510,150
3626, A3,2017,Automatic,12000,Diesel,15307,145
3627, Q5,2015,Semi-Auto,26190,Diesel,20000,200
3628, TT,2016,Manual,50403,Petrol,14800,145
3629, Q3,2017,Semi-Auto,16781,Petrol,21200,145
3630, Q3,2014,Manual,41605,Petrol,14000,145
3631, A4,2016,Semi-Auto,44531,Diesel,18900,125
3632, A3,2018,Manual,14872,Petrol,14990,145
3633, A1,2016,Manual,33186,Petrol,9790,0
3634, A6,2014,Automatic,73885,Diesel,11497,145
3635, Q3,2014,Semi-Auto,69416,Diesel,13971,200
3636, RS4,2020,Semi-Auto,2500,Petrol,69691,145
3637, Q5,2018,Semi-Auto,26485,Diesel,25991,145
3638, Q2,2019,Semi-Auto,4304,Diesel,22991,145
3639, A3,2019,Manual,2259,Diesel,21691,145
3640, Q2,2017,Manual,25120,Petrol,17491,145
3641, A4,2019,Automatic,7600,Diesel,27991,145
3642, A3,2019,Manual,4552,Diesel,21491,145
3643, A3,2018,Automatic,8009,Petrol,22691,145
3644, A6,2018,Automatic,16650,Diesel,28991,145
3645, A1,2013,Manual,37502,Petrol,9313,125
3646, Q5,2015,Manual,49313,Petrol,15770,235
3647, Q3,2015,Semi-Auto,32103,Petrol,16700,150
3648, Q7,2019,Semi-Auto,6137,Diesel,44990,145
3649, Q2,2019,Semi-Auto,24,Diesel,23998,145
3650, A1,2017,Manual,8597,Petrol,12998,150
3651, A3,2019,Manual,4000,Diesel,23692,145
3652, A3,2019,Manual,7000,Diesel,22991,145
3653, A4,2017,Manual,17909,Diesel,16992,20
3654, A7,2018,Automatic,3537,Diesel,39991,145
3655, Q2,2018,Manual,9519,Petrol,20691,145
3656, A5,2018,Automatic,12907,Petrol,29991,145
3657, A4,2017,Manual,21180,Diesel,17992,145
3658, A4,2017,Manual,16456,Diesel,17992,145
3659, A1,2017,Manual,59973,Petrol,10700,145
3660, Q2,2018,Semi-Auto,20622,Petrol,19500,145
3661, Q2,2020,Semi-Auto,5900,Petrol,40000,150
3662, Q3,2017,Semi-Auto,23932,Petrol,18698,150
3663, A1,2016,Manual,37148,Petrol,10498,0
3664, A3,2016,Manual,55905,Diesel,10295,0
3665, TT,2015,Manual,31321,Petrol,16490,150
3666, Q2,2018,Manual,10094,Petrol,19000,150
3667, Q5,2019,Semi-Auto,3322,Diesel,35500,150
3668, A3,2016,Semi-Auto,49361,Petrol,19000,205
3669, Q3,2014,Manual,65710,Diesel,13000,165
3670, Q3,2019,Semi-Auto,2263,Petrol,37000,150
3671, A6,2016,Semi-Auto,28224,Diesel,21000,145
3672, A1,2017,Manual,18698,Petrol,12000,150
3673, A1,2017,Manual,39999,Petrol,12230,145
3674, A6,2015,Semi-Auto,42838,Diesel,16750,30
3675, A1,2016,Manual,40711,Petrol,11290,30
3676, A5,2019,Semi-Auto,3743,Petrol,26990,145
3677, A1,2015,Manual,36796,Petrol,9313,0
3678, A4,2015,Manual,58774,Diesel,14500,160
3679, Q3,2019,Semi-Auto,7841,Petrol,37434,150
3680, A3,2019,Semi-Auto,3034,Petrol,24000,150
3681, A1,2014,Manual,27260,Petrol,9782,125
3682, A1,2013,Manual,37060,Petrol,8497,125
3683, Q5,2014,Automatic,58330,Diesel,17190,235
3684, A1,2016,Manual,14681,Petrol,12691,0
3685, A1,2015,Manual,26549,Petrol,10170,0
3686, A3,2015,Manual,46893,Diesel,10500,20
3687, TT,2015,Manual,23886,Diesel,16499,30
3688, Q5,2020,Semi-Auto,4000,Diesel,42500,145
3689, TT,2017,Semi-Auto,56470,Petrol,35500,145
3690, Q5,2020,Semi-Auto,4000,Hybrid,46000,135
3691, A1,2018,Manual,20546,Petrol,14750,145
3692, TT,2020,Semi-Auto,4000,Petrol,35000,145
3693, Q3,2020,Semi-Auto,4000,Petrol,41500,145
3694, Q3,2016,Semi-Auto,36323,Diesel,17490,145
3695, A1,2017,Manual,19633,Petrol,11490,30
3696, A1,2016,Manual,34507,Diesel,10998,0
3697, A1,2015,Manual,57179,Petrol,10499,30
3698, Q3,2014,Semi-Auto,69416,Diesel,13042,200
3699, Q2,2017,Manual,10160,Petrol,19560,125
3700, Q3,2019,Semi-Auto,6607,Petrol,29000,145
3701, A4,2017,Manual,31000,Diesel,17450,145
3702, Q5,2015,Manual,24380,Diesel,20499,200
3703, A3,2017,Semi-Auto,59000,Diesel,11999,0
3704, A5,2017,Automatic,22491,Petrol,23499,145
3705, A4,2017,Manual,15365,Petrol,16288,145
3706, A3,2018,Semi-Auto,25559,Petrol,18999,150
3707, A3,2018,Manual,13950,Petrol,18990,145
3708, Q7,2020,Semi-Auto,4000,Diesel,55500,145
3709, Q5,2016,Semi-Auto,39818,Diesel,20000,200
3710, A1,2019,Automatic,4504,Petrol,20000,145
3711, A3,2017,Automatic,12650,Petrol,27000,145
3712, RS6,2020,Semi-Auto,3220,Petrol,97500,150
3713, A1,2017,Manual,15100,Petrol,16000,150
3714, A3,2018,Manual,18794,Diesel,14999,145
3715, Q3,2016,Manual,46816,Diesel,14220,30
3716, A3,2017,Manual,28319,Diesel,15290,145
3717, A8,2019,Semi-Auto,8613,Petrol,41000,145
3718, A6,2017,Semi-Auto,38000,Diesel,19500,30
3719, A6,2019,Semi-Auto,7500,Diesel,29500,145
3720, A1,2020,Semi-Auto,4000,Petrol,24500,145
3721, A4,2020,Semi-Auto,20,Petrol,32000,145
3722, A6,2018,Semi-Auto,30447,Diesel,27500,145
3723, A4,2020,Semi-Auto,20,Diesel,29000,145
3724, A4,2020,Semi-Auto,20,Diesel,32000,145
3725, Q3,2020,Manual,20,Petrol,29000,145
3726, A4,2020,Semi-Auto,20,Petrol,29000,145
3727, A1,2017,Semi-Auto,35903,Petrol,14750,145
3728, A1,2020,Manual,5000,Petrol,21000,145
3729, Q2,2019,Semi-Auto,1838,Diesel,23000,145
3730, Q2,2019,Automatic,8000,Petrol,23500,145
3731, A6,2016,Semi-Auto,20068,Diesel,19000,20
3732, A3,2019,Manual,17125,Petrol,21000,145
3733, A4,2016,Manual,27515,Petrol,14000,125
3734, A1,2019,Semi-Auto,5000,Petrol,21750,145
3735, A4,2019,Automatic,4500,Diesel,24750,145
3736, A7,2019,Automatic,2800,Diesel,47750,145
3737, A4,2019,Semi-Auto,650,Diesel,27850,145
3738, A6,2019,Semi-Auto,8000,Diesel,28000,145
3739, A3,2019,Manual,6000,Diesel,18000,145
3740, A6,2017,Automatic,28700,Diesel,22950,145
3741, A4,2016,Manual,27450,Diesel,18500,30
3742, A5,2017,Automatic,18850,Diesel,24500,145
3743, A1,2016,Manual,32650,Petrol,11850,0
3744, A5,2019,Automatic,8000,Petrol,29850,145
3745, TT,2019,Manual,6000,Petrol,26500,145
3746, A3,2019,Automatic,6500,Diesel,19000,145
3747, A4,2019,Manual,7000,Petrol,23750,145
3748, A3,2019,Manual,4234,Diesel,18000,145
3749, A3,2019,Manual,4500,Diesel,18000,145
3750, A4,2019,Semi-Auto,7750,Petrol,26000,145
3751, A4,2017,Manual,18633,Petrol,15995,145
3752, A7,2017,Automatic,30884,Diesel,22000,145
3753, A5,2015,Semi-Auto,37841,Diesel,15990,150
3754, A4,2018,Semi-Auto,35455,Petrol,27000,150
3755, A4,2018,Manual,9797,Petrol,27600,150
3756, A1,2017,Manual,32500,Petrol,12000,150
3757, Q3,2019,Manual,3303,Diesel,26000,145
3758, Q3,2017,Manual,36107,Diesel,15490,150
3759, RS3,2013,Semi-Auto,98386,Petrol,15490,325
3760, A5,2014,Manual,66992,Diesel,9990,30
3761, Q5,2019,Semi-Auto,11271,Diesel,37000,145
3762, A1,2019,Manual,4500,Petrol,18750,145
3763, A6,2019,Semi-Auto,5000,Petrol,36000,145
3764, A1,2020,Semi-Auto,4500,Petrol,22250,145
3765, A8,2017,Semi-Auto,45000,Diesel,25000,145
3766, A3,2017,Manual,27672,Petrol,18400,125
3767, A1,2015,Manual,56000,Diesel,9500,0
3768, A4,2019,Automatic,10000,Diesel,26950,145
3769, A3,2019,Semi-Auto,8693,Petrol,29000,145
3770, Q2,2020,Semi-Auto,4500,Petrol,27500,145
3771, Q3,2019,Semi-Auto,5744,Diesel,27000,145
3772, A3,2019,Manual,4500,Diesel,21000,145
3773, Q2,2019,Automatic,6500,Diesel,27000,145
3774, Q3,2017,Manual,15685,Petrol,17300,125
3775, TT,2017,Semi-Auto,21408,Petrol,20597,145
3776, Q3,2013,Manual,76553,Diesel,11691,160
3777, Q5,2013,Manual,50672,Diesel,13987,200
3778, Q3,2014,Manual,42944,Diesel,11140,145
3779, Q2,2018,Manual,31433,Diesel,17297,145
3780, A3,2017,Semi-Auto,37750,Petrol,16000,145
3781, Q2,2019,Semi-Auto,3934,Petrol,31500,145
3782, Q5,2015,Semi-Auto,45600,Diesel,21500,200
3783, A3,2019,Automatic,5000,Diesel,20000,145
3784, Q2,2019,Manual,5200,Petrol,24000,145
3785, A4,2019,Manual,5500,Petrol,23500,145
3786, A6,2019,Automatic,8000,Diesel,30000,145
3787, TT,2019,Manual,6200,Petrol,27500,145
3788, A6,2019,Automatic,4500,Diesel,30000,145
3789, Q5,2020,Semi-Auto,5000,Diesel,35000,145
3790, A1,2020,Manual,5000,Petrol,20000,145
3791, A4,2020,Semi-Auto,4500,Petrol,30450,145
3792, TT,2020,Semi-Auto,4500,Petrol,29850,145
3793, Q5,2020,Semi-Auto,6500,Petrol,36000,145
3794, A5,2020,Semi-Auto,5000,Diesel,29000,145
3795, Q7,2020,Semi-Auto,4500,Diesel,59750,145
3796, Q5,2020,Semi-Auto,6500,Diesel,36500,145
3797, A1,2020,Manual,4500,Petrol,21000,145
3798, A5,2020,Semi-Auto,4500,Diesel,30850,145
3799, Q3,2017,Semi-Auto,29323,Diesel,19498,150
3800, Q3,2015,Semi-Auto,12657,Petrol,15698,150
3801, A3,2019,Manual,4950,Diesel,19000,150
3802, A1,2019,Manual,4100,Petrol,19500,150
3803, Q3,2017,Manual,13133,Petrol,18487,145
3804, A3,2019,Manual,5797,Diesel,22850,145
3805, A3,2019,Manual,2411,Diesel,20000,145
3806, A3,2019,Manual,1853,Petrol,21000,145
3807, A3,2019,Manual,5000,Diesel,21000,145
3808, A4,2019,Manual,5850,Petrol,23750,145
3809, A3,2019,Automatic,11486,Diesel,20000,145
3810, Q2,2019,Semi-Auto,3059,Petrol,30000,145
3811, Q7,2019,Semi-Auto,9706,Diesel,50000,145
3812, A5,2020,Semi-Auto,4000,Diesel,30850,145
3813, Q2,2018,Manual,15401,Petrol,19500,145
3814, Q5,2020,Semi-Auto,5000,Diesel,51000,145
3815, A3,2020,Manual,4500,Diesel,24250,145
3816, Q3,2020,Semi-Auto,4500,Petrol,34000,145
3817, Q3,2020,Semi-Auto,4500,Petrol,34000,145
3818, A1,2016,Semi-Auto,11800,Petrol,12750,20
3819, A6,2016,Manual,31950,Diesel,19500,30
3820, Q3,2019,Semi-Auto,5820,Diesel,28000,145
3821, Q3,2016,Manual,20318,Diesel,19498,150
3822, Q3,2015,Semi-Auto,52625,Diesel,14691,160
3823, RS4,2014,Automatic,61892,Petrol,23491,555
3824, Q3,2015,Manual,60820,Diesel,13291,165
3825, A3,2013,Semi-Auto,36061,Petrol,13350,125
3826, A3,2014,Semi-Auto,40490,Petrol,13580,20
3827, A3,2015,Semi-Auto,31909,Diesel,11130,30
3828, A4,2016,Semi-Auto,26808,Diesel,15995,20
3829, A1,2017,Manual,26390,Petrol,15700,150
3830, Q3,2017,Semi-Auto,39585,Petrol,15700,150
3831, Q3,2017,Automatic,21262,Petrol,23497,145
3832, A3,2019,Semi-Auto,4500,Diesel,24000,145
3833, A3,2019,Automatic,9784,Petrol,33500,145
3834, A3,2019,Automatic,5000,Diesel,20000,145
3835, Q2,2017,Semi-Auto,11920,Petrol,18500,150
3836, Q3,2018,Semi-Auto,24350,Petrol,23500,150
3837, A4,2020,Semi-Auto,2500,Diesel,45000,145
3838, A3,2019,Manual,4705,Diesel,23450,145
3839, A6,2016,Semi-Auto,35750,Diesel,22850,160
3840, A1,2020,Semi-Auto,2000,Petrol,22500,150
3841, A1,2019,Manual,3500,Petrol,18500,150
3842, A4,2016,Manual,54000,Diesel,13500,0
3843, Q3,2020,Semi-Auto,3500,Diesel,39000,145
3844, Q3,2020,Semi-Auto,3500,Petrol,40000,145
3845, A1,2015,Manual,47600,Petrol,11750,30
3846, A3,2016,Manual,27427,Diesel,11500,0
3847, A1,2019,Semi-Auto,2969,Petrol,19850,145
3848, Q5,2019,Semi-Auto,4647,Petrol,41000,145
3849, A1,2015,Manual,10363,Petrol,15000,30
3850, TT,2019,Semi-Auto,2387,Petrol,32000,145
3851, A1,2020,Semi-Auto,4500,Petrol,24000,145
3852, TT,2017,Manual,52610,Petrol,18000,165
3853, A5,2019,Semi-Auto,11674,Petrol,25000,150
3854, A3,2016,Semi-Auto,50941,Petrol,15000,30
3855, A5,2019,Semi-Auto,8053,Diesel,33499,150
3856, A3,2018,Semi-Auto,15696,Petrol,21995,145
3857, Q2,2017,Manual,28275,Petrol,18989,145
3858, Q5,2013,Semi-Auto,76859,Diesel,14247,205
3859, TT,2015,Semi-Auto,17462,Petrol,17491,160
3860, A6,2017,Semi-Auto,28710,Diesel,21592,145
3861, A3,2016,Manual,29706,Petrol,15492,30
3862, A4,2019,Manual,5200,Petrol,26000,145
3863, A4,2019,Automatic,5000,Diesel,32000,145
3864, RS5,2019,Automatic,6500,Petrol,56000,145
3865, A6,2019,Automatic,9000,Diesel,30500,145
3866, A6,2019,Automatic,7200,Diesel,30500,145
3867, Q7,2019,Automatic,9159,Diesel,46000,145
3868, A6,2017,Semi-Auto,51023,Diesel,19000,145
3869, A3,2017,Automatic,19250,Petrol,21450,145
3870, A4,2019,Automatic,4700,Diesel,24900,145
3871, Q7,2019,Automatic,4500,Diesel,50000,145
3872, A5,2019,Manual,4500,Petrol,32000,145
3873, A6,2019,Semi-Auto,6000,Diesel,29000,145
3874, A5,2019,Manual,4500,Petrol,30000,145
3875, Q5,2020,Semi-Auto,3500,Diesel,35500,145
3876, A6,2018,Semi-Auto,17741,Diesel,24000,145
3877, A3,2017,Semi-Auto,16426,Diesel,19000,145
3878, Q2,2019,Semi-Auto,1462,Petrol,31000,145
3879, Q2,2018,Semi-Auto,19135,Petrol,18990,150
3880, A3,2016,Semi-Auto,44541,Petrol,12490,30
3881, A1,2013,Manual,60000,Petrol,7667,30
3882, Q3,2016,Manual,46113,Diesel,15590,145
3883, Q2,2017,Semi-Auto,30433,Petrol,16730,145
3884, A3,2017,Manual,26450,Diesel,12985,20
3885, A6,2016,Manual,45160,Diesel,16388,30
3886, A5,2016,Semi-Auto,17117,Diesel,18490,150
3887, A5,2013,Manual,31864,Petrol,12990,145
3888, A1,2016,Semi-Auto,28863,Petrol,11990,20
3889, Q3,2016,Manual,22279,Diesel,15000,30
3890, A4,2019,Manual,6001,Petrol,23499,145
3891, A6,2017,Semi-Auto,29585,Diesel,25000,145
3892, A7,2019,Semi-Auto,4000,Diesel,40000,145
3893, A1,2019,Semi-Auto,4000,Petrol,21000,145
3894, A3,2017,Semi-Auto,10890,Petrol,17499,150
3895, A4,2016,Manual,51877,Diesel,14000,20
3896, A5,2018,Semi-Auto,18139,Petrol,30990,150
3897, A1,2017,Semi-Auto,14427,Petrol,15490,150
3898, A4,2017,Semi-Auto,24911,Petrol,20990,150
3899, TT,2014,Semi-Auto,45492,Diesel,12990,165
3900, TT,2017,Semi-Auto,56790,Diesel,18290,150
3901, A6,2017,Semi-Auto,37225,Diesel,30990,240
3902, Q5,2016,Semi-Auto,46816,Diesel,23690,205
3903, A1,2020,Manual,2216,Petrol,19290,145
3904, Q3,2015,Semi-Auto,25493,Diesel,17790,160
3905, A4,2019,Automatic,4359,Diesel,28990,145
3906, A4,2020,Semi-Auto,7800,Diesel,45990,145
3907, A1,2016,Manual,41445,Petrol,9490,0
3908, Q3,2017,Semi-Auto,15836,Petrol,24290,145
3909, Q2,2017,Automatic,16991,Diesel,19990,145
3910, A3,2019,Manual,7080,Petrol,19790,145
3911, A3,2018,Semi-Auto,28677,Petrol,26990,150
3912, A3,2016,Manual,53792,Petrol,11990,20
3913, A5,2017,Manual,40993,Diesel,20990,150
3914, Q3,2016,Manual,19280,Diesel,18290,150
3915, A4,2016,Semi-Auto,55827,Diesel,15990,30
3916, A4,2017,Semi-Auto,54421,Diesel,18390,30
3917, A3,2017,Manual,33139,Petrol,13990,20
3918, A6,2016,Semi-Auto,58870,Diesel,15490,20
3919, A5,2016,Semi-Auto,23048,Diesel,17990,150
3920, A4,2018,Semi-Auto,18373,Petrol,20990,150
3921, A4,2018,Semi-Auto,6800,Petrol,27990,145
3922, A1,2016,Manual,15000,Petrol,18990,235
3923, A3,2017,Manual,16000,Diesel,17990,145
3924, A4,2016,Manual,48891,Diesel,13725,0
3925, Q7,2018,Automatic,20000,Diesel,54490,145
3926, A3,2017,Automatic,42300,Petrol,17990,30
3927, Q5,2019,Automatic,6929,Petrol,43490,145
3928, A1,2016,Manual,33096,Petrol,11990,0
3929, Q7,2018,Automatic,3750,Diesel,43490,145
3930, A1,2019,Semi-Auto,11200,Petrol,19990,145
3931, A1,2017,Semi-Auto,28402,Diesel,16490,20
3932, A4,2019,Semi-Auto,120,Diesel,28490,145
3933, A4,2016,Semi-Auto,36100,Petrol,17990,125
3934, A4,2016,Manual,28500,Diesel,16990,30
3935, A4,2016,Semi-Auto,30697,Diesel,16999,30
3936, A4,2016,Manual,56141,Diesel,13999,20
