number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,initial_price,neighborhood,rental_price
3,2,808,good,8,4612,north_berkeley,4612
3,2,936,good,13,4692,north_berkeley,4692
2,1,569,poor,19,2949,frontage_rd,2949
2,1,508,great,2,3599,east_elmwood,3599
3,2,1041,good,7,4801,north_berkeley,4801
3,2,840,poor,50,4227,frontage_rd,3973.38
3,2,1246,good,12,5011,north_berkeley,5011
1,1,481,great,6,2418,east_elmwood,2418
0,1,503,good,7,1849,north_berkeley,1849
1,1,340,great,3,2307,east_elmwood,2307
0,1,397,good,9,1703,north_berkeley,1703
3,2,808,poor,45,4177,frontage_rd,3968.15
2,1,794,poor,43,2992,frontage_rd,2854.368
3,2,1209,good,10,4916,north_berkeley,4916
1,1,358,poor,37,1471,frontage_rd,1420.986
1,1,552,great,4,2485,east_elmwood,2485
3,2,904,good,14,4576,north_berkeley,4576
2,1,539,poor,27,2887,frontage_rd,2846.582
2,1,761,good,3,3283,north_berkeley,3283
1,1,639,great,8,2576,east_elmwood,2576
0,1,191,poor,23,1375,frontage_rd,1366.75
1,1,676,great,5,2620,east_elmwood,2620
2,1,735,poor,31,2999,frontage_rd,2933.022
3,2,941,good,9,4745,north_berkeley,4745
3,2,1212,poor,21,4849,frontage_rd,4839.302
2,1,556,poor,52,2627,frontage_rd,2458.872
1,1,574,good,8,2008,north_berkeley,2008
0,1,209,great,2,2042,east_elmwood,2042
2,1,753,poor,16,3203,frontage_rd,3203
0,1,276,poor,62,1069,frontage_rd,979.204
3,2,1234,good,10,5025,north_berkeley,5025
0,1,505,poor,24,1683,frontage_rd,1669.536
1,1,661,great,7,2547,east_elmwood,2547
3,2,885,great,8,5184,east_elmwood,5184
2,1,865,great,9,3849,east_elmwood,3849
0,1,150,great,14,1916,east_elmwood,1916
3,2,838,poor,56,4139,frontage_rd,3840.992
0,1,288,poor,22,1517,frontage_rd,1510.932
2,1,868,good,7,3436,north_berkeley,3436
3,2,1178,good,5,4932,north_berkeley,4932
3,2,915,great,7,5205,east_elmwood,5205
1,1,355,poor,64,1263,frontage_rd,1151.856
0,1,478,good,10,1775,north_berkeley,1775
0,1,352,great,11,2174,east_elmwood,2174
0,1,281,good,10,1567,north_berkeley,1567
0,1,178,poor,22,1322,frontage_rd,1316.712
3,2,1124,poor,34,4603,frontage_rd,4474.116
2,1,858,good,12,3307,north_berkeley,3307
0,1,143,poor,21,1310,frontage_rd,1307.38
3,2,1042,good,3,4836,north_berkeley,4836
1,1,383,good,10,1740,north_berkeley,1740
1,1,324,poor,50,1324,frontage_rd,1244.56
2,1,508,great,2,3559,east_elmwood,3559
1,1,398,good,6,1868,north_berkeley,1868
1,1,408,good,6,1810,north_berkeley,1810
2,1,813,poor,34,3057,frontage_rd,2971.404
0,1,380,good,11,1627,north_berkeley,1627
2,1,747,poor,16,3219,frontage_rd,3219
2,1,791,poor,24,3175,frontage_rd,3149.6
0,1,185,good,0,1578,north_berkeley,1578
3,2,963,good,9,4736,north_berkeley,4736
1,1,327,poor,49,1379,frontage_rd,1299.018
0,1,125,great,10,1930,east_elmwood,1930
3,2,1140,great,2,5507,east_elmwood,5507
2,1,654,good,2,3270,north_berkeley,3270
0,1,405,good,3,1754,north_berkeley,1754
3,2,1206,good,7,4996,north_berkeley,4996
0,1,261,good,7,1639,north_berkeley,1639
2,1,772,poor,16,3224,frontage_rd,3224
0,1,379,good,11,1649,north_berkeley,1649
2,1,732,great,6,3730,east_elmwood,3730
3,2,1187,good,9,4964,north_berkeley,4964
2,1,712,great,14,3707,east_elmwood,3707
1,1,662,poor,31,1849,frontage_rd,1808.322
0,1,339,poor,30,1452,frontage_rd,1422.96
2,1,880,poor,49,2957,frontage_rd,2785.494
1,1,359,poor,44,1392,frontage_rd,1325.184
0,1,163,poor,52,1037,frontage_rd,970.632
0,1,365,poor,22,1525,frontage_rd,1518.9
3,2,1091,good,13,4804,north_berkeley,4804
1,1,697,poor,62,1599,frontage_rd,1464.684
3,2,1092,poor,45,4470,frontage_rd,4246.5
1,1,512,poor,54,1493,frontage_rd,1391.476
2,1,710,poor,40,2891,frontage_rd,2775.36
2,1,655,poor,62,2629,frontage_rd,2408.164
3,2,807,good,12,4572,north_berkeley,4572
0,1,147,good,4,1483,north_berkeley,1483
2,1,797,good,9,3296,north_berkeley,3296
0,1,442,good,10,1717,north_berkeley,1717
0,1,325,great,11,2079,east_elmwood,2079
2,1,704,great,6,3707,east_elmwood,3707
0,1,495,great,13,2226,east_elmwood,2226
3,2,957,good,11,4708,north_berkeley,4708
2,1,944,good,0,3581,north_berkeley,3581
1,1,698,good,10,2132,north_berkeley,2132
3,2,897,good,3,4677,north_berkeley,4677
1,1,643,poor,23,1942,frontage_rd,1930.348
2,1,757,good,9,3271,north_berkeley,3271
3,2,1189,poor,26,4740,frontage_rd,4683.12
3,2,932,good,9,4738,north_berkeley,4738
3,2,948,good,9,4670,north_berkeley,4670
1,1,488,poor,61,1377,frontage_rd,1264.086
3,2,1185,poor,41,4578,frontage_rd,4385.724
3,2,824,good,7,4646,north_berkeley,4646
1,1,472,good,12,1896,north_berkeley,1896
0,1,479,good,10,1770,north_berkeley,1770
0,1,490,poor,17,1733,frontage_rd,1733
1,1,457,great,6,2441,east_elmwood,2441
1,1,520,good,7,1926,north_berkeley,1926
1,1,322,great,5,2296,east_elmwood,2296
0,1,482,poor,54,1295,frontage_rd,1206.94
2,1,740,poor,40,2931,frontage_rd,2813.76
2,1,760,good,0,3367,north_berkeley,3367
2,1,758,poor,24,3120,frontage_rd,3095.04
2,1,919,great,14,3917,east_elmwood,3917
3,2,1011,good,4,4853,north_berkeley,4853
1,1,665,great,6,2638,east_elmwood,2638
3,2,1194,great,10,5429,east_elmwood,5429
1,1,714,great,14,2526,east_elmwood,2526
2,1,922,poor,29,3251,frontage_rd,3192.482
1,1,649,great,9,2514,east_elmwood,2514
1,1,380,poor,25,1651,frontage_rd,1634.49
2,1,875,good,11,3322,north_berkeley,3322
3,2,883,good,6,4685,north_berkeley,4685
2,1,531,great,4,3634,east_elmwood,3634
2,1,712,good,1,3282,north_berkeley,3282
2,1,841,good,8,3369,north_berkeley,3369
1,1,433,poor,60,1354,frontage_rd,1245.68
2,1,929,poor,62,2956,frontage_rd,2707.696
0,1,116,poor,50,998,frontage_rd,938.12
1,1,325,good,13,1651,north_berkeley,1651
3,2,1218,poor,60,4505,frontage_rd,4144.6
1,1,335,poor,17,1645,frontage_rd,1645
1,1,653,poor,28,1899,frontage_rd,1868.616
3,2,1102,great,8,5390,east_elmwood,5390
2,1,921,great,11,3888,east_elmwood,3888
3,2,1207,poor,24,4809,frontage_rd,4770.528
3,2,1054,good,9,4852,north_berkeley,4852
3,2,1159,great,10,5383,east_elmwood,5383
0,1,192,poor,41,1135,frontage_rd,1087.33
0,1,469,good,7,1755,north_berkeley,1755
2,1,687,good,12,3166,north_berkeley,3166
3,2,829,good,13,4590,north_berkeley,4590
0,1,445,good,12,1724,north_berkeley,1724
0,1,226,poor,46,1202,frontage_rd,1139.496
1,1,466,poor,30,1672,frontage_rd,1638.56
3,2,1131,good,0,4950,north_berkeley,4950
1,1,465,poor,15,1787,frontage_rd,1787
0,1,454,great,13,2206,east_elmwood,2206
2,1,545,good,3,3150,north_berkeley,3150
1,1,696,good,11,2113,north_berkeley,2113
3,2,1064,poor,27,4634,frontage_rd,4569.124
0,1,193,poor,62,942,frontage_rd,862.872
0,1,410,poor,46,1389,frontage_rd,1316.772
3,2,1174,good,9,4919,north_berkeley,4919
0,1,382,great,7,2204,east_elmwood,2204
3,2,1002,good,4,4860,north_berkeley,4860
0,1,542,great,3,2377,east_elmwood,2377
1,1,621,great,0,2577,east_elmwood,2577
3,2,1159,good,3,5002,north_berkeley,5002
2,1,741,poor,16,3158,frontage_rd,3158
3,2,1101,great,13,5282,east_elmwood,5282
3,2,857,great,3,5208,east_elmwood,5208
1,1,336,great,1,2351,east_elmwood,2351
1,1,429,poor,38,1516,frontage_rd,1461.424
3,2,1192,great,12,5421,east_elmwood,5421
2,1,532,poor,20,2909,frontage_rd,2909
0,1,399,good,5,1784,north_berkeley,1784
1,1,652,good,12,2020,north_berkeley,2020
2,1,879,great,2,3912,east_elmwood,3912
3,2,833,poor,30,4378,frontage_rd,4290.44
0,1,119,good,4,1485,north_berkeley,1485
1,1,670,good,3,2179,north_berkeley,2179
2,1,837,good,11,3301,north_berkeley,3301
3,2,1094,poor,36,4542,frontage_rd,4396.656
3,2,1132,good,6,4961,north_berkeley,4961
3,2,1089,great,8,5328,east_elmwood,5328
1,1,483,poor,31,1663,frontage_rd,1626.414
0,1,456,poor,38,1525,frontage_rd,1470.1
1,1,550,good,14,1952,north_berkeley,1952
0,1,144,good,0,1580,north_berkeley,1580
1,1,543,poor,63,1372,frontage_rd,1254.008
2,1,733,good,6,3281,north_berkeley,3281
2,1,773,good,8,3293,north_berkeley,3293
0,1,508,good,1,1928,north_berkeley,1928
1,1,685,poor,25,1965,frontage_rd,1945.35
0,1,402,poor,46,1324,frontage_rd,1255.152
2,1,571,good,12,3054,north_berkeley,3054
1,1,336,poor,24,1580,frontage_rd,1567.36
0,1,406,good,12,1668,north_berkeley,1668
0,1,499,good,4,1816,north_berkeley,1816
0,1,313,poor,40,1339,frontage_rd,1285.44
1,1,681,good,4,2109,north_berkeley,2109
2,1,721,poor,59,2752,frontage_rd,2537.344
1,1,305,poor,48,1311,frontage_rd,1237.584
3,2,923,poor,38,4418,frontage_rd,4258.952
1,1,379,poor,34,1524,frontage_rd,1481.328
0,1,421,great,3,2331,east_elmwood,2331
2,1,594,poor,34,2841,frontage_rd,2761.452
1,1,658,great,12,2491,east_elmwood,2491
3,2,978,good,5,4820,north_berkeley,4820
0,1,247,poor,36,1301,frontage_rd,1259.368
2,1,812,great,12,3836,east_elmwood,3836
1,1,326,good,9,1782,north_berkeley,1782
1,1,661,poor,16,2004,frontage_rd,2004
0,1,415,good,8,1753,north_berkeley,1753
0,1,371,poor,63,1101,frontage_rd,1006.314
3,2,1165,poor,33,4733,frontage_rd,4609.942
3,2,915,good,1,4740,north_berkeley,4740
0,1,270,good,8,1598,north_berkeley,1598
0,1,239,good,7,1574,north_berkeley,1574
3,2,1183,great,3,5474,east_elmwood,5474
1,1,332,great,0,2302,east_elmwood,2302
3,2,853,great,0,5187,east_elmwood,5187
2,1,852,poor,54,2953,frontage_rd,2752.196
2,1,764,poor,64,2751,frontage_rd,2508.912
1,1,338,good,0,1826,north_berkeley,1826
2,1,905,poor,46,3031,frontage_rd,2873.388
2,1,711,good,13,3177,north_berkeley,3177
1,1,580,poor,42,1630,frontage_rd,1558.28
3,2,1111,poor,62,4325,frontage_rd,3961.7
2,1,557,good,2,3181,north_berkeley,3181
3,2,1192,poor,24,4759,frontage_rd,4720.928
1,1,548,great,6,2463,east_elmwood,2463
1,1,369,great,11,2278,east_elmwood,2278
1,1,742,good,8,2120,north_berkeley,2120
0,1,291,good,12,1546,north_berkeley,1546
3,2,1096,great,1,5464,east_elmwood,5464
2,1,936,poor,61,2950,frontage_rd,2708.1
0,1,181,great,11,1964,east_elmwood,1964
0,1,490,good,11,1760,north_berkeley,1760
1,1,516,poor,44,1622,frontage_rd,1544.144
1,1,344,poor,33,1508,frontage_rd,1468.792
2,1,821,good,1,3408,north_berkeley,3408
2,1,702,great,8,3695,east_elmwood,3695
3,2,882,poor,49,4218,frontage_rd,3973.356
2,1,945,poor,21,3367,frontage_rd,3360.266
3,2,999,good,5,4830,north_berkeley,4830
1,1,395,poor,30,1578,frontage_rd,1546.44
0,1,527,great,8,2387,east_elmwood,2387
3,2,1006,poor,48,4345,frontage_rd,4101.68
1,1,696,good,10,2103,north_berkeley,2103
0,1,309,good,0,1697,north_berkeley,1697
3,2,923,good,1,4774,north_berkeley,4774
3,2,879,good,7,4674,north_berkeley,4674
0,1,227,good,7,1593,north_berkeley,1593
0,1,150,poor,49,1053,frontage_rd,991.926
2,1,912,good,6,3473,north_berkeley,3473
1,1,353,poor,54,1293,frontage_rd,1205.076
0,1,235,poor,52,1160,frontage_rd,1085.76
2,1,584,poor,26,2922,frontage_rd,2886.936
0,1,505,good,9,1827,north_berkeley,1827
1,1,489,great,2,2514,east_elmwood,2514
1,1,694,poor,28,1931,frontage_rd,1900.104
2,1,638,good,1,3237,north_berkeley,3237
0,1,285,good,0,1664,north_berkeley,1664
3,2,1041,good,8,4829,north_berkeley,4829
1,1,622,great,6,2604,east_elmwood,2604
0,1,290,poor,20,1527,frontage_rd,1527
2,1,823,good,3,3385,north_berkeley,3385
0,1,330,poor,19,1522,frontage_rd,1522
2,1,830,great,11,3857,east_elmwood,3857
2,1,774,good,7,3322,north_berkeley,3322
1,1,628,poor,52,1644,frontage_rd,1538.784
3,2,1030,great,7,5351,east_elmwood,5351
0,1,378,great,10,2200,east_elmwood,2200
0,1,289,poor,44,1250,frontage_rd,1190
1,1,519,good,4,1993,north_berkeley,1993
0,1,144,good,11,1468,north_berkeley,1468
2,1,585,poor,36,2806,frontage_rd,2716.208
2,1,500,good,5,3001,north_berkeley,3001
2,1,850,poor,24,3255,frontage_rd,3228.96
3,2,970,good,13,4645,north_berkeley,4645
2,1,728,great,9,3688,east_elmwood,3688
3,2,1031,great,13,5242,east_elmwood,5242
0,1,526,great,2,2393,east_elmwood,2393
0,1,505,good,4,1882,north_berkeley,1882
0,1,205,good,0,1579,north_berkeley,1579
0,1,508,poor,49,1393,frontage_rd,1312.206
1,1,471,good,13,1876,north_berkeley,1876
1,1,359,poor,24,1628,frontage_rd,1614.976
1,1,739,poor,64,1617,frontage_rd,1474.704
3,2,1164,good,6,4945,north_berkeley,4945
1,1,509,great,13,2402,east_elmwood,2402
2,1,804,good,13,3227,north_berkeley,3227
0,1,502,good,11,1748,north_berkeley,1748
3,2,1152,poor,52,4524,frontage_rd,4234.464
2,1,934,great,5,3947,east_elmwood,3947
3,2,823,great,4,5149,east_elmwood,5149
2,1,556,great,4,3646,east_elmwood,3646
0,1,196,poor,41,1226,frontage_rd,1174.508
2,1,665,poor,26,3048,frontage_rd,3011.424
1,1,458,good,11,1826,north_berkeley,1826
1,1,664,good,10,2024,north_berkeley,2024
3,2,813,poor,26,4417,frontage_rd,4363.996
3,2,1105,great,5,5374,east_elmwood,5374
2,1,732,good,13,3152,north_berkeley,3152
1,1,364,poor,49,1327,frontage_rd,1250.034
1,1,498,good,2,1949,north_berkeley,1949
1,1,731,good,13,2137,north_berkeley,2137
3,2,1004,good,1,4870,north_berkeley,4870
0,1,417,great,9,2265,east_elmwood,2265
2,1,771,good,9,3328,north_berkeley,3328
2,1,503,poor,32,2763,frontage_rd,2696.688
3,2,1080,great,0,5459,east_elmwood,5459
1,1,458,great,3,2384,east_elmwood,2384
3,2,1240,poor,27,4817,frontage_rd,4749.562
1,1,703,good,3,2174,north_berkeley,2174
3,2,1100,good,10,4819,north_berkeley,4819
3,2,1233,good,1,5037,north_berkeley,5037
2,1,748,poor,25,3113,frontage_rd,3081.87
3,2,954,poor,22,4632,frontage_rd,4613.472
1,1,512,poor,49,1552,frontage_rd,1461.984
0,1,141,great,9,1996,east_elmwood,1996
2,1,888,great,1,3970,east_elmwood,3970
2,1,944,poor,54,3019,frontage_rd,2813.708
3,2,853,poor,50,4219,frontage_rd,3965.86
2,1,686,good,12,3201,north_berkeley,3201
2,1,763,poor,48,2850,frontage_rd,2690.4
3,2,1107,poor,43,4567,frontage_rd,4356.918
1,1,615,poor,31,1757,frontage_rd,1718.346
3,2,1132,good,4,4938,north_berkeley,4938
3,2,1038,poor,26,4655,frontage_rd,4599.14
1,1,701,great,11,2570,east_elmwood,2570
2,1,510,good,6,3053,north_berkeley,3053
3,2,951,poor,57,4229,frontage_rd,3916.054
2,1,764,poor,51,2878,frontage_rd,2699.564
3,2,1148,good,0,5024,north_berkeley,5024
2,1,827,poor,50,2966,frontage_rd,2788.04
1,1,664,poor,52,1613,frontage_rd,1509.768
3,2,1061,good,11,4811,north_berkeley,4811
0,1,449,good,7,1773,north_berkeley,1773
0,1,284,good,2,1695,north_berkeley,1695
3,2,1191,good,7,5020,north_berkeley,5020
3,2,1039,good,13,4765,north_berkeley,4765
1,1,365,good,2,1828,north_berkeley,1828
2,1,781,good,11,3299,north_berkeley,3299
3,2,889,great,3,5256,east_elmwood,5256
2,1,827,good,9,3305,north_berkeley,3305
1,1,414,great,6,2379,east_elmwood,2379
1,1,454,good,12,1793,north_berkeley,1793
0,1,201,good,5,1594,north_berkeley,1594
0,1,320,poor,64,1085,frontage_rd,989.52
2,1,946,poor,56,3027,frontage_rd,2809.056
3,2,1076,great,13,5332,east_elmwood,5332
1,1,643,good,14,2034,north_berkeley,2034
2,1,791,poor,62,2738,frontage_rd,2508.008
1,1,580,great,4,2571,east_elmwood,2571
0,1,104,great,0,2043,east_elmwood,2043
1,1,584,good,12,1916,north_berkeley,1916
3,2,1006,good,4,4784,north_berkeley,4784
1,1,516,good,13,1915,north_berkeley,1915
0,1,447,poor,15,1730,frontage_rd,1730
1,1,722,good,8,2169,north_berkeley,2169
3,2,811,poor,34,4343,frontage_rd,4221.396
2,1,560,great,12,3517,east_elmwood,3517
0,1,397,good,13,1694,north_berkeley,1694
3,2,1061,good,2,4911,north_berkeley,4911
3,2,888,good,10,4679,north_berkeley,4679
1,1,358,good,0,1828,north_berkeley,1828
3,2,982,great,12,5245,east_elmwood,5245
2,1,864,good,14,3307,north_berkeley,3307
0,1,188,poor,25,1364,frontage_rd,1350.36
1,1,523,good,6,1942,north_berkeley,1942
3,2,865,great,0,5248,east_elmwood,5248
0,1,353,good,5,1722,north_berkeley,1722
0,1,407,good,7,1753,north_berkeley,1753
1,1,306,great,4,2226,east_elmwood,2226
0,1,388,poor,60,1152,frontage_rd,1059.84
0,1,110,poor,22,1319,frontage_rd,1313.724
1,1,553,poor,35,1689,frontage_rd,1638.33
1,1,339,poor,15,1698,frontage_rd,1698
3,2,897,poor,17,4543,frontage_rd,4543
2,1,574,good,9,3036,north_berkeley,3036
0,1,449,good,10,1731,north_berkeley,1731
0,1,441,good,5,1799,north_berkeley,1799
0,1,502,great,4,2330,east_elmwood,2330
2,1,757,poor,44,2956,frontage_rd,2814.112
3,2,962,good,3,4830,north_berkeley,4830
1,1,649,great,4,2612,east_elmwood,2612
0,1,256,good,11,1577,north_berkeley,1577
1,1,747,great,12,2654,east_elmwood,2654
3,2,833,great,10,5104,east_elmwood,5104
1,1,687,good,12,2060,north_berkeley,2060
2,1,552,good,8,3065,north_berkeley,3065
3,2,1241,great,2,5569,east_elmwood,5569
0,1,459,poor,61,1298,frontage_rd,1191.564
3,2,873,poor,26,4444,frontage_rd,4390.672
0,1,152,poor,22,1356,frontage_rd,1350.576
3,2,922,good,7,4670,north_berkeley,4670
1,1,720,good,3,2198,north_berkeley,2198
2,1,931,good,2,3497,north_berkeley,3497
0,1,524,good,6,1893,north_berkeley,1893
2,1,555,poor,54,2575,frontage_rd,2399.9
0,1,159,good,7,1488,north_berkeley,1488
1,1,380,good,8,1768,north_berkeley,1768
1,1,685,good,0,2155,north_berkeley,2155
2,1,848,good,11,3354,north_berkeley,3354
1,1,547,poor,27,1751,frontage_rd,1726.486
2,1,896,good,12,3363,north_berkeley,3363
0,1,269,good,6,1560,north_berkeley,1560
3,2,903,good,0,4764,north_berkeley,4764
2,1,615,great,4,3633,east_elmwood,3633
2,1,881,poor,35,3161,frontage_rd,3066.17
0,1,331,good,13,1583,north_berkeley,1583
0,1,498,poor,64,1238,frontage_rd,1129.056
0,1,308,poor,28,1387,frontage_rd,1364.808
0,1,103,great,3,1973,east_elmwood,1973
3,2,1044,poor,52,4405,frontage_rd,4123.08
2,1,788,poor,33,3010,frontage_rd,2931.74
0,1,524,poor,33,1621,northwest,1578.854
1,1,397,poor,25,1696,northwest,1679.04
2,1,876,poor,27,3215,northwest,3169.99
2,1,751,poor,64,2677,northwest,2441.424
2,1,622,poor,32,2886,northwest,2816.736
0,1,316,good,10,1596,west_welmwood,1596
3,2,1171,poor,54,4473,northwest,4168.836
3,2,1108,good,5,4875,west_welmwood,4875
2,1,541,good,0,3103,west_welmwood,3103
3,2,865,good,12,4643,west_welmwood,4643
3,2,1165,great,3,5491,east_elmwood,5491
2,1,728,good,2,3280,west_welmwood,3280
0,1,298,great,13,2071,east_elmwood,2071
3,2,923,good,12,4683,west_welmwood,4683
0,1,274,great,5,2130,east_elmwood,2130
0,1,349,poor,32,1444,northwest,1409.344
2,1,796,great,4,3896,east_elmwood,3896
1,1,726,poor,28,1898,northwest,1867.632
2,1,501,great,5,3542,east_elmwood,3542
2,1,714,good,4,3284,west_welmwood,3284
3,2,988,great,4,5289,east_elmwood,5289
2,1,546,poor,34,2757,northwest,2679.804
0,1,484,poor,20,1678,northwest,1678
3,2,1230,good,5,5059,west_welmwood,5059
0,1,142,good,5,1492,west_welmwood,1492
2,1,774,poor,53,2872,northwest,2682.448
2,1,902,good,11,3375,west_welmwood,3375
0,1,457,good,11,1763,west_welmwood,1763
3,2,1034,good,7,4828,west_welmwood,4828
3,2,838,poor,25,4412,northwest,4367.88
1,1,503,good,14,1900,west_welmwood,1900
0,1,445,good,7,1737,west_welmwood,1737
2,1,914,poor,34,3189,northwest,3099.708
2,1,867,great,6,3952,east_elmwood,3952
2,1,583,good,4,3109,west_welmwood,3109
0,1,161,great,7,2014,east_elmwood,2014
1,1,707,good,14,2058,west_welmwood,2058
1,1,343,great,9,2270,east_elmwood,2270
2,1,746,great,14,3710,east_elmwood,3710
2,1,706,good,14,3151,west_welmwood,3151
1,1,610,good,5,2047,west_welmwood,2047
3,2,1205,good,12,4969,west_welmwood,4969
3,2,827,good,7,4655,west_welmwood,4655
3,2,1055,good,0,4930,west_welmwood,4930
2,1,625,good,14,3083,west_welmwood,3083
2,1,630,good,14,3053,west_welmwood,3053
1,1,654,poor,59,1575,northwest,1452.15
3,2,1195,poor,17,4831,northwest,4831
3,2,1227,good,11,4951,west_welmwood,4951
3,2,1242,good,3,5081,west_welmwood,5081
2,1,881,good,11,3337,west_welmwood,3337
1,1,689,poor,35,1880,northwest,1823.6
2,1,501,poor,35,2704,northwest,2622.88
1,1,412,poor,21,1751,northwest,1747.498
3,2,1081,poor,15,4793,northwest,4793
2,1,725,great,2,3807,east_elmwood,3807
2,1,768,great,11,3790,east_elmwood,3790
0,1,152,good,2,1530,west_welmwood,1530
3,2,1074,good,9,4804,west_welmwood,4804
1,1,559,good,12,1890,west_welmwood,1890
2,1,706,great,10,3747,east_elmwood,3747
2,1,738,poor,23,3095,northwest,3076.43
2,1,893,great,4,3962,east_elmwood,3962
1,1,468,great,7,2405,east_elmwood,2405
2,1,652,poor,22,3017,northwest,3004.932
1,1,327,good,6,1769,west_welmwood,1769
2,1,899,great,3,3930,east_elmwood,3930
3,2,997,good,11,4733,west_welmwood,4733
3,2,920,poor,20,4602,northwest,4602
1,1,300,poor,55,1211,northwest,1126.23
3,2,1174,great,0,5496,east_elmwood,5496
1,1,679,good,14,2049,west_welmwood,2049
3,2,887,good,0,4781,west_welmwood,4781
2,1,856,good,9,3377,west_welmwood,3377
0,1,216,good,14,1484,west_welmwood,1484
0,1,476,great,3,2312,east_elmwood,2312
2,1,592,good,12,3042,west_welmwood,3042
0,1,325,poor,42,1337,northwest,1278.172
2,1,790,poor,19,3170,northwest,3170
1,1,354,good,12,1728,west_welmwood,1728
1,1,529,good,12,1949,west_welmwood,1949
1,1,522,great,12,2420,east_elmwood,2420
0,1,358,good,13,1660,west_welmwood,1660
0,1,468,poor,47,1447,northwest,1368.862
0,1,429,great,11,2255,east_elmwood,2255
3,2,1176,great,0,5535,east_elmwood,5535
0,1,361,good,12,1656,west_welmwood,1656
3,2,1214,good,2,5046,west_welmwood,5046
1,1,738,good,3,2224,west_welmwood,2224
3,2,852,poor,59,4128,northwest,3806.016
3,2,1178,good,9,4951,west_welmwood,4951
3,2,956,good,5,4746,west_welmwood,4746
1,1,568,good,14,1884,west_welmwood,1884
1,1,704,great,7,2638,east_elmwood,2638
