unique_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,date_flown,seat_comfort,cabin_staff_service,food_beverages,ground_service,inflight_entertainment,wifi_connectivity,value_for_money,recommended
228,Jetblue Airways,1,"""JetBlue is exploiting the Caribbean""",19th May 2023,False,"JetBlue is exploiting the Caribbean with extremely high fares for the poorest service in return. The tickets economy class are 1700usd one way, in return most of the flights are over 1-4 hrs delayed on a constant. The agents are extremely rude not even a welcome on board, no ice for any of the beverages and the list goes on. I hope that they won’t find themselves in the same situation as American Airlines that did the same thing in exploiting the Caribbean countries, and now no one from the islands make them 1st choice when traveling.  Also there is a fee attached to everything.",A321,Business,Economy Class,New York to Barbados,May-23,1,1,1,1,2,1,1,no
229,Thomas Cook Airlines,8,"""a bargain and the flight was fine""",5th October 2017,False,Boston to Manchester with a scheduled departure time of 17:35 with an arrival time of 04:55 the next morning. I checked on the punctuality of this route and found that the plane often took off about 15 minutes early but almost always arrived on time or a bit earlier. That was the case with my flight. Cabin baggage in economy is limited to 6 kg. My carry on bag was easily 15 kg but since I was not checking a bag I figured that once I checked in I would simply print my boarding pass and go directly to the gate. I know Logan airport well and there are no scales at the gates. But I was wrong. It is impossible to print a boarding pass from home. Everyone must go to the check in,A330-200,Solo Leisure,Economy Class,Boston to Manchester,Oct-17,3,5,1,5,1,1,5,yes
230,Jetblue Airways,2,"""They leave exit rows empty""",13th June 2023,True,"They leave exit rows empty rather than let anyone sit there. Horrible customer service policy. Garbage profiteering waste of legroom. The attendants would rather leave exit rows unoccupied, which seems unsafe, than let anyone get something they didn't pay for.",A320,Couple Leisure,Economy Class,Salt Lake City to Ft Lauderdale,Jun-23,1,1,1,1,1,1,1,no
231,SATA Air Azores,2,"""always some problem""",30th September 2018,True,"Lisbon to Ponta Delgada. I don't know where to begin. I fly Azores Airlines (SATA) quite regularly and there is always some problem with this airline. If it's not delays or aircraft breaking down, its losing your baggage or bad customer service. The food is really bad and after all the complaints, I don't understand why they have not changed it yet. Recently I flew on a leased A340 aircraft operated by a Spanish airline called Plus Ultra Airlines for SATA. The flight was from Lisbon to Ponta Delgada and then the aircraft was continuing on to Toronto. Thankfully, my final destination was Ponta Delgada, and I didn't need to continue on the what would have been a long and horrible journey to Toronto. The flight was delayed which is no surprise since I have",A340,Business,Economy Class,Lisbon to Ponta Delgada,Sep-18,1,1,1,1,1,1,2,no
232,Norse Atlantic Airways,1,"""Worst airline, incompetent, missing baggage""",4th July 2023,False,"Worst airline, incompetent, missing baggage. Do not use this company. You think, cheaper tickets, but when you add it all up, you pay more than you pay a reputable airline company. Had to pay for ticket and checked in luggage, giving only 15 kg option for checked in luggage initially. You have to go along with it, you have to pay £30 for a single meal on flight. Then, when your ticket is confirmed, you find there are other baggage choices available but no way of changing your option. You have no choice but to pay extra for choosing any other option. When you are checking in, the staff weighs and checks the size of each n every bag you are carrying. No flexibility, even if you are 100 gms over the weight limit. My",ZO783,Solo Leisure,Economy Class,London Gatwick to Florida ( MCO),Jun-23,1,2,1,1,1,1,1,no
233,Air India,2,"""the flight was so horrible""",7th May 2023,True,"Delhi to San Francisco and the flight was so horrible. First time I was traveling by Air India and I will not recommend anyone to travel by Air India. The seat is so tight space (not comfortable), the entertainment system was broke down in the entire flight (almost 17hrs non stop journey). I ordered Muslim food when I booked the ticket but on the plane during my journey I was not given the Muslim/halal food. The food I was given was not eatable.  I will never travel by Air India and not recommend anyone to travel also by AI.",Boeing 777,Solo Leisure,Economy Class,Delhi to San Francisco,May-23,1,1,1,1,1,1,1,no
234,Jetblue Airways,2,"""misguided by the JetBlue agent""",10th July 2023,True,"I bought a JetBlue return ticket with 50 lbs of check-in baggage to travel from Atlanta and Boston from June 05 to June 10, 2023. I faced three main problems: 1) After a few days of booking, I was informed by JetBlue that my direct flight had been canceled. They also assigned me a new flight which was several hours earlier than my actual departure time from Boston. I contacted the JetBlue helpline and requested to book another flight (the only option for June 10), which wasn’t direct (rather Boston to Florida to Atlanta). 2) During the online boarding process on June 05 and 10, I had to choose a check-in baggage option and was informed that my credit card would not be charged if I had already paid for check-in baggage. I followed the",A321,Solo Leisure,Economy Class,Boston to Atlanta via Florida,Jun-23,1,5,2,1,2,2,1,no
235,Air India,1,"""irresponsible airline""",22nd May 2023,False,"The worst and irresponsible airline I have ever seen or had. My friend and I had a ticket of Air India from Vancouver to Delhi on May 21st. The flight had delay for 14 hours and finally they canceled that. They don't care about people, infants and elderly people at all. A very irresponsible and unorganized airline. I don't suggest this airline to anyone.",Air India,Business,Economy Class,Vancouver to Delhi,May-23,1,1,1,1,1,1,1,no
236,Georgian Airways,6,"""cheap low-cost airline""",1st October 2018,True,"Pros - Direct flight from Barcelona to Tbilisi. Competitive prices. Aircraft is comfortable. Cons - Can't choose your meal, No in-flight entertainment. Aircraft is rather small (Embraer 190), yet comfortable. Can't beat direct flights and good prices, other than that it just feels like a cheap low-cost airline, but still my preferred option for my location.",Embraer 190,Family Leisure,Economy Class,Barcelona to Tbilisi,Aug-18,4,3,2,3,1,1,4,yes
237,Air India,2,"""hated my overall flight experience""",3rd June 2023,True,"I did not like the plane's interior quality and how it was maintained. The plane was so old that the seats and infotainment systems were broken. People were literally trying to change seats to watch something in the screens. The most ridiculous part of all is that a manual in airlines said to not remove shoes. The people removed shoes and literally lied down on the seats, with blankets on, as if it were their beds at home. The crew did not care and was least concerned about correcting the mess. The washrooms were clogged and stinky. The attendant call was not heard for 45 minutes and till the time I stopped one myself to ask for water. I hated my overall flight experience. I don't know if these reviews are heard and seen by",Boeing 777-300ER,Solo Leisure,Economy Class,Vancouver to New Delhi,May-23,3,1,4,5,1,1,3,no
238,SATA Air Azores,3,"""service was substandard""",30th September 2016,False,"Porto to Ponta Delgado. Well, bellow average service from a below average company. Long boarding times for such a small flight. Overhead bins were stuffed because the company couldn't be bothered with asking the passengers to let their extra items go to the cargo bay, and didn't care with checking baggage sizes and number of bags per costumer which lead to a lot of passenger not having space to stow their belongings while other carried much more than they paid for. This lead to delays on the departure and lots of confusion and upset passengers. They seemed a bit amature and not profissional ground and cabin crew. At least one of the stewardesses tried to find me space for my, bag. She was in fact one of the nicest I have ever had on this",A320,Solo Leisure,Economy Class,OPO to PDL,Aug-16,3,3,2,1,1,1,1,yes
